cmte,app,memno,cid,aid,exp,job,init_score,top_bottom,consensus,any_bottom,rank_pct,discussed,panelist,exp_med,exp_low,exp_none,deviated,dev_sd_i,deviation,score
31,6,10,31_10,31_6,none,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,1,1,0.3,-0.3,3.9
31,6,11,31_11,31_6,none,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,1,1,0.3,0.1,4.3
31,6,12,31_12,31_6,high,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,0,1,0.3,-0.5,3.7
31,6,13,31_13,31_6,low,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,1,0,0,0.3,0,4.2
31,6,14,31_14,31_6,none,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,1,0,0.3,0,4.2
31,6,15,31_15,31_6,low,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,1,0,0,0.3,0,4.2
31,6,16,31_16,31_6,high,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,0,0,0.3,0,4.2
31,8,01,31_01,31_8,med,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,1,0,0,1,0.3,0.1,4
31,8,02,31_02,31_8,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,1,0.3,-0.1,3.8
31,8,03,31_03,31_8,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,0,0.3,0,3.9
31,8,04,31_04,31_8,med,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,1,0,0,0,0.3,0,3.9
31,8,05,31_05,31_8,med,reviewer,4,top,3.9,TRUE,0.8,TRUE,0,1,0,0,0,0.15,0,3.9
31,8,06,31_06,31_8,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,0,0.3,0,3.9
31,8,07,31_07,31_8,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,8,08,31_08,31_8,low,reviewer,4.4,top,3.9,TRUE,0.8,TRUE,0,0,1,0,0,0.15,0,3.9
31,8,09,31_09,31_8,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,1,0.3,0.2,4.1
31,8,10,31_10,31_8,med,reviewer,3.4,bottom,3.9,TRUE,0.8,TRUE,0,1,0,0,1,0.15,0.1,4
31,8,11,31_11,31_8,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,1,0.3,-0.3,3.6
31,8,12,31_12,31_8,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,0,0.3,0,3.9
31,8,13,31_13,31_8,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,8,14,31_14,31_8,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,1,0.3,0.2,4.1
31,8,15,31_15,31_8,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,0,0.3,0,3.9
31,8,16,31_16,31_8,med,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,1,0,0,0,0.3,0,3.9
31,10,01,31_01,31_10,none,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,0,1,0,0.3,0,3.7
31,10,02,31_02,31_10,high,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,0,0,0,0.3,0,3.7
31,10,03,31_03,31_10,low,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,1,0,0,0.3,0,3.7
31,10,04,31_04,31_10,none,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,0,1,0,0.3,0,3.7
31,10,05,31_05,31_10,med,reviewer,3.6,bottom,3.7,TRUE,0.7,TRUE,0,1,0,0,0,0.15,0,3.7
31,10,06,31_06,31_10,low,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,1,0,0,0.3,0,3.7
31,10,07,31_07,31_10,high,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,0,0,0,0.3,0,3.7
31,10,08,31_08,31_10,none,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,0,1,0,0.3,0,3.7
31,10,09,31_09,31_10,none,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,0,1,0,0.3,0,3.7
31,10,10,31_10,31_10,low,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,1,0,1,0.3,-0.4,3.3
31,10,11,31_11,31_10,high,reviewer,4,bottom,3.7,TRUE,0.7,TRUE,0,0,0,0,1,0.15,-0.2,3.5
31,10,12,31_12,31_10,high,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,0,0,0,0.3,0,3.7
31,10,13,31_13,31_10,low,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,1,0,1,0.3,0.4,4.1
31,10,14,31_14,31_10,high,reviewer,3.5,bottom,3.7,TRUE,0.7,TRUE,0,0,0,0,1,0.15,-0.3,3.4
31,10,15,31_15,31_10,none,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,0,1,0,0.3,0,3.7
31,10,16,31_16,31_10,none,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,0,1,0,0.3,0,3.7
31,11,01,31_01,31_11,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,0,0.3,0,3.9
31,11,02,31_02,31_11,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,1,0.3,0.3,4.2
31,11,03,31_03,31_11,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,11,04,31_04,31_11,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,11,05,31_05,31_11,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,1,0.3,-0.2,3.7
31,11,06,31_06,31_11,med,reviewer,4.3,top,3.9,TRUE,0.8,TRUE,0,1,0,0,0,0.15,0,3.9
31,11,07,31_07,31_11,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,11,08,31_08,31_11,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,11,09,31_09,31_11,med,reviewer,4.2,top,3.9,TRUE,0.8,TRUE,0,1,0,0,1,0.15,0.2,4.1
31,11,10,31_10,31_11,low,reviewer,3.3,bottom,3.9,TRUE,0.8,TRUE,0,0,1,0,0,0.15,0,3.9
31,11,11,31_11,31_11,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,1,0.3,-0.2,3.7
31,11,12,31_12,31_11,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,1,0.3,-0.1,3.8
31,11,13,31_13,31_11,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,11,14,31_14,31_11,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,11,15,31_15,31_11,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,0,0.3,0,3.9
31,11,16,31_16,31_11,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,14,01,31_01,31_14,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,1,0.3,0.3,4.2
31,14,02,31_02,31_14,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,1,0.3,0.1,4
31,14,03,31_03,31_14,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,14,04,31_04,31_14,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,14,05,31_05,31_14,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,0,0.3,0,3.9
31,14,06,31_06,31_14,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,14,07,31_07,31_14,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,0,0.3,0,3.9
31,14,08,31_08,31_14,med,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,1,0,0,1,0.3,0.4,4.3
31,14,09,31_09,31_14,med,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,1,0,0,0,0.3,0,3.9
31,14,10,31_10,31_14,high,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,0,0,0.3,0,3.9
31,14,11,31_11,31_14,high,reviewer,3.2,bottom,3.9,TRUE,0.8,TRUE,0,0,0,0,0,0.15,0,3.9
31,14,12,31_12,31_14,low,reviewer,4.2,top,3.9,TRUE,0.8,TRUE,0,0,1,0,1,0.15,0.1,4
31,14,13,31_13,31_14,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,14,14,31_14,31_14,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,1,0.3,0.1,4
31,14,15,31_15,31_14,low,reviewer,4.2,bottom,3.9,TRUE,0.8,TRUE,0,0,1,0,0,0.15,0,3.9
31,14,16,31_16,31_14,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,21,01,31_01,31_21,low,panelist,NA,NA,4.3,FALSE,0.9666666666666667,TRUE,1,0,1,0,1,0.3,0.3,4.6
31,21,02,31_02,31_21,med,reviewer,4.4,top,4.3,FALSE,0.9666666666666667,TRUE,0,1,0,0,0,0.15,0,4.3
31,21,03,31_03,31_21,none,panelist,NA,NA,4.3,FALSE,0.9666666666666667,TRUE,1,0,0,1,0,0.3,0,4.3
31,21,04,31_04,31_21,none,panelist,NA,NA,4.3,FALSE,0.9666666666666667,TRUE,1,0,0,1,0,0.3,0,4.3
31,21,05,31_05,31_21,low,panelist,NA,NA,4.3,FALSE,0.9666666666666667,TRUE,1,0,1,0,0,0.3,0,4.3
31,21,06,31_06,31_21,high,reviewer,4.1,top,4.3,FALSE,0.9666666666666667,TRUE,0,0,0,0,1,0.15,0.1,4.4
31,21,07,31_07,31_21,low,panelist,NA,NA,4.3,FALSE,0.9666666666666667,TRUE,1,0,1,0,1,0.3,-0.1,4.2
31,21,08,31_08,31_21,med,reviewer,4.4,top,4.3,FALSE,0.9666666666666667,TRUE,0,1,0,0,0,0.15,0,4.3
31,21,09,31_09,31_21,none,panelist,NA,NA,4.3,FALSE,0.9666666666666667,TRUE,1,0,0,1,0,0.3,0,4.3
31,21,10,31_10,31_21,none,panelist,NA,NA,4.3,FALSE,0.9666666666666667,TRUE,1,0,0,1,0,0.3,0,4.3
31,21,11,31_11,31_21,low,panelist,NA,NA,4.3,FALSE,0.9666666666666667,TRUE,1,0,1,0,0,0.3,0,4.3
31,21,12,31_12,31_21,none,panelist,NA,NA,4.3,FALSE,0.9666666666666667,TRUE,1,0,0,1,0,0.3,0,4.3
31,21,13,31_13,31_21,none,panelist,NA,NA,4.3,FALSE,0.9666666666666667,TRUE,1,0,0,1,0,0.3,0,4.3
31,21,14,31_14,31_21,low,panelist,NA,NA,4.3,FALSE,0.9666666666666667,TRUE,1,0,1,0,0,0.3,0,4.3
31,21,15,31_15,31_21,med,panelist,NA,NA,4.3,FALSE,0.9666666666666667,TRUE,1,1,0,0,0,0.3,0,4.3
31,21,16,31_16,31_21,low,panelist,NA,NA,4.3,FALSE,0.9666666666666667,TRUE,1,0,1,0,0,0.3,0,4.3
31,24,01,31_01,31_24,none,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,1,0,0.3,0,4.2
31,24,02,31_02,31_24,none,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,1,0,0.3,0,4.2
31,24,03,31_03,31_24,none,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,1,0,0.3,0,4.2
31,24,04,31_04,31_24,none,reviewer,4.4,top,4.2,TRUE,0.9166666666666666,TRUE,0,0,0,1,0,0.15,0,4.2
31,24,05,31_05,31_24,low,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,1,0,0,0.3,0,4.2
31,24,06,31_06,31_24,none,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,1,1,0.3,-0.2,4
31,24,07,31_07,31_24,low,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,1,0,0,0.3,0,4.2
31,24,08,31_08,31_24,none,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,1,0,0.3,0,4.2
31,24,09,31_09,31_24,low,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,1,0,0,0.3,0,4.2
31,24,10,31_10,31_24,low,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,1,0,0,0.3,0,4.2
31,24,11,31_11,31_24,low,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,1,0,0,0.3,0,4.2
31,24,12,31_12,31_24,med,reviewer,3.6,bottom,4.2,TRUE,0.9166666666666666,TRUE,0,1,0,0,0,0.15,0,4.2
31,24,13,31_13,31_24,low,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,1,0,0,0.3,0,4.2
31,24,14,31_14,31_24,none,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,1,0,0.3,0,4.2
31,24,15,31_15,31_24,med,reviewer,4.7,top,4.2,TRUE,0.9166666666666666,TRUE,0,1,0,0,1,0.15,-0.2,4
31,24,16,31_16,31_24,low,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,1,0,0,0.3,0,4.2
31,28,01,31_01,31_28,none,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,1,0,0.3,0,4.2
31,28,02,31_02,31_28,none,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,1,0,0.3,0,4.2
31,28,03,31_03,31_28,low,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,1,0,0,0.3,0,4.2
31,28,04,31_04,31_28,none,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,1,0,0.3,0,4.2
31,28,05,31_05,31_28,med,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,1,0,0,1,0.3,-0.2,4
31,28,06,31_06,31_28,none,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,1,0,0.3,0,4.2
31,28,07,31_07,31_28,low,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,1,0,0,0.3,0,4.2
31,28,08,31_08,31_28,low,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,1,0,1,0.3,-0.4,3.8
31,28,09,31_09,31_28,med,reviewer,4.2,top,4.2,TRUE,0.9166666666666666,TRUE,0,1,0,0,0,0.15,0,4.2
31,28,10,31_10,31_28,low,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,1,0,0,0.3,0,4.2
31,28,11,31_11,31_28,high,reviewer,4.2,top,4.2,TRUE,0.9166666666666666,TRUE,0,0,0,0,1,0.15,-0.1,4.1
31,28,12,31_12,31_28,none,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,1,1,0.3,-0.3,3.9
31,28,13,31_13,31_28,low,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,1,0,0,0.3,0,4.2
31,28,14,31_14,31_28,low,reviewer,4.2,bottom,4.2,TRUE,0.9166666666666666,TRUE,0,0,1,0,1,0.15,-0.1,4.1
31,28,15,31_15,31_28,high,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,0,1,0.3,0.1,4.3
31,28,16,31_16,31_28,none,panelist,NA,NA,4.2,TRUE,0.9166666666666666,TRUE,1,0,0,1,0,0.3,0,4.2
31,29,01,31_01,31_29,med,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,1,0,0,1,0.3,-0.3,3.6
31,29,02,31_02,31_29,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,29,03,31_03,31_29,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,1,0.3,-0.2,3.7
31,29,04,31_04,31_29,med,reviewer,4,bottom,3.9,TRUE,0.8,TRUE,0,1,0,0,0,0.15,0,3.9
31,29,05,31_05,31_29,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,0,0.3,0,3.9
31,29,06,31_06,31_29,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,29,07,31_07,31_29,high,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,0,1,0.3,0.3,4.2
31,29,08,31_08,31_29,high,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,0,1,0.3,0.3,4.2
31,29,09,31_09,31_29,med,reviewer,3.7,bottom,3.9,TRUE,0.8,TRUE,0,1,0,0,1,0.15,-0.1,3.8
31,29,10,31_10,31_29,med,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,1,0,0,0,0.3,0,3.9
31,29,11,31_11,31_29,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,29,12,31_12,31_29,low,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,1,0,0,0.3,0,3.9
31,29,13,31_13,31_29,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,29,14,31_14,31_29,high,reviewer,4.1,top,3.9,TRUE,0.8,TRUE,0,0,0,0,1,0.15,0.1,4
31,29,15,31_15,31_29,med,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,1,0,0,0,0.3,0,3.9
31,29,16,31_16,31_29,none,panelist,NA,NA,3.9,TRUE,0.8,TRUE,1,0,0,1,0,0.3,0,3.9
31,33,01,31_01,31_33,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,33,02,31_02,31_33,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,1,0.3,-0.2,3.6
31,33,03,31_03,31_33,low,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,1,0,1,0.3,-0.2,3.6
31,33,04,31_04,31_33,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,33,05,31_05,31_33,med,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,1,0,0,1,0.3,0.1,3.9
31,33,06,31_06,31_33,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,33,07,31_07,31_33,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,33,08,31_08,31_33,med,reviewer,3.9,bottom,3.8,TRUE,0.7333333333333333,TRUE,0,1,0,0,0,0.15,0,3.8
31,33,09,31_09,31_33,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,33,10,31_10,31_33,med,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,1,0,0,0,0.3,0,3.8
31,33,11,31_11,31_33,high,reviewer,3.5,bottom,3.8,TRUE,0.7333333333333333,TRUE,0,0,0,0,0,0.15,0,3.8
31,33,12,31_12,31_33,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,33,13,31_13,31_33,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,33,14,31_14,31_33,med,reviewer,3.9,bottom,3.8,TRUE,0.7333333333333333,TRUE,0,1,0,0,0,0.15,0,3.8
31,33,15,31_15,31_33,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,33,16,31_16,31_33,low,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,1,0,1,0.3,-0.1,3.7
31,34,01,31_01,31_34,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,34,02,31_02,31_34,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,34,03,31_03,31_34,high,reviewer,3.4,bottom,3.8,TRUE,0.7333333333333333,TRUE,0,0,0,0,1,0.15,0.1,3.9
31,34,04,31_04,31_34,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,1,0.3,-0.5,3.3
31,34,05,31_05,31_34,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,34,06,31_06,31_34,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,34,07,31_07,31_34,high,reviewer,4.1,top,3.8,TRUE,0.7333333333333333,TRUE,0,0,0,0,1,0.15,0.1,3.9
31,34,08,31_08,31_34,high,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,0,0,0.3,0,3.8
31,34,09,31_09,31_34,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,34,10,31_10,31_34,med,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,1,0,0,1,0.3,0.1,3.9
31,34,11,31_11,31_34,low,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,1,0,0,0.3,0,3.8
31,34,12,31_12,31_34,med,reviewer,4,top,3.8,TRUE,0.7333333333333333,TRUE,0,1,0,0,1,0.15,-0.1,3.7
31,34,13,31_13,31_34,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,34,14,31_14,31_34,high,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,0,1,0.3,-0.2,3.6
31,34,15,31_15,31_34,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,34,16,31_16,31_34,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,36,01,31_01,31_36,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,1,0.3,-0.2,3.6
31,36,02,31_02,31_36,none,reviewer,3.1,bottom,3.8,TRUE,0.7333333333333333,TRUE,0,0,0,1,0,0.15,0,3.8
31,36,03,31_03,31_36,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,1,0.3,-0.5,3.3
31,36,04,31_04,31_36,low,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,1,0,1,0.3,0.2,4
31,36,05,31_05,31_36,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,1,0.3,-0.4,3.4
31,36,06,31_06,31_36,high,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,0,0,0.3,0,3.8
31,36,07,31_07,31_36,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,36,08,31_08,31_36,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,1,0.3,0.1,3.9
31,36,09,31_09,31_36,med,reviewer,4.2,top,3.8,TRUE,0.7333333333333333,TRUE,0,1,0,0,0,0.15,0,3.8
31,36,10,31_10,31_36,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,36,11,31_11,31_36,med,reviewer,4.1,top,3.8,TRUE,0.7333333333333333,TRUE,0,1,0,0,1,0.15,-0.2,3.6
31,36,12,31_12,31_36,low,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,1,0,1,0.3,0.2,4
31,36,13,31_13,31_36,low,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,1,0,1,0.3,0.2,4
31,36,14,31_14,31_36,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,36,15,31_15,31_36,low,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,1,0,1,0.3,0.3,4.1
31,36,16,31_16,31_36,med,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,1,0,0,1,0.3,0.2,4
31,39,01,31_01,31_39,low,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,1,0,0,0.3,0,3.7
31,39,02,31_02,31_39,none,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,0,1,0,0.3,0,3.7
31,39,03,31_03,31_39,low,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,1,0,0,0.3,0,3.7
31,39,04,31_04,31_39,med,reviewer,3.9,bottom,3.7,TRUE,0.7,TRUE,0,1,0,0,1,0.15,0.3,4
31,39,05,31_05,31_39,low,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,1,0,1,0.3,-0.2,3.5
31,39,06,31_06,31_39,high,reviewer,3.6,bottom,3.7,TRUE,0.7,TRUE,0,0,0,0,0,0.15,0,3.7
31,39,07,31_07,31_39,med,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,1,0,0,0,0.3,0,3.7
31,39,08,31_08,31_39,none,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,0,1,1,0.3,-0.1,3.6
31,39,09,31_09,31_39,none,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,0,1,0,0.3,0,3.7
31,39,10,31_10,31_39,none,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,0,1,1,0.3,0.1,3.8
31,39,11,31_11,31_39,low,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,1,0,0,0.3,0,3.7
31,39,12,31_12,31_39,none,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,0,1,0,0.3,0,3.7
31,39,13,31_13,31_39,high,reviewer,3.5,bottom,3.7,TRUE,0.7,TRUE,0,0,0,0,1,0.15,0.1,3.8
31,39,14,31_14,31_39,med,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,1,0,0,0,0.3,0,3.7
31,39,15,31_15,31_39,low,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,1,0,0,0.3,0,3.7
31,39,16,31_16,31_39,none,panelist,NA,NA,3.7,TRUE,0.7,TRUE,1,0,0,1,0,0.3,0,3.7
31,49,01,31_01,31_49,none,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,0,1,0,0.3,0,3.8
31,49,02,31_02,31_49,low,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,1,0,0,0.3,0,3.8
31,49,03,31_03,31_49,med,reviewer,3.8,bottom,3.8,TRUE,0.7333333333333333,TRUE,0,1,0,0,0,0.15,0,3.8
31,49,04,31_04,31_49,low,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,1,0,0,0.3,0,3.8
31,49,05,31_05,31_49,med,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,1,0,0,0,0.3,0,3.8
31,49,06,31_06,31_49,low,panelist,NA,NA,3.8,TRUE,0.7333333333333333,TRUE,1,0,1,0,0,0.3,0,3.8
