cmte,app,memno,cid,job,exp,init_score,consensus,panelist,exp_high,exp_low,exp_none,deviated,deviation,score
30,5,03,30_03,reviewer,low,4.1,3.9,0,0,1,0,0,0,3.9
30,5,04,30_04,panelist,none,NA,3.9,1,0,0,1,1,-0.1,3.8
30,5,05,30_05,panelist,none,NA,3.9,1,0,0,1,0,0,3.9
30,5,06,30_06,panelist,low,NA,3.9,1,0,1,0,1,-0.3,3.6
30,5,07,30_07,panelist,none,NA,3.9,1,0,0,1,0,0,3.9
30,5,08,30_08,reviewer,low,4,3.9,0,0,1,0,0,0,3.9
30,5,09,30_09,panelist,none,NA,3.9,1,0,0,1,0,0,3.9
30,5,10,30_10,panelist,low,NA,3.9,1,0,1,0,0,0,3.9
30,5,11,30_11,panelist,high,NA,3.9,1,1,0,0,0,0,3.9
30,5,12,30_12,reviewer,none,3.6,3.9,0,0,0,1,0,0,3.9
30,5,13,30_13,panelist,med,NA,3.9,1,0,0,0,0,0,3.9
30,5,14,30_14,panelist,none,NA,3.9,1,0,0,1,0,0,3.9
30,5,15,30_15,panelist,high,NA,3.9,1,1,0,0,0,0,3.9
30,5,16,30_16,panelist,none,NA,3.9,1,0,0,1,1,-0.1,3.8
30,5,17,30_17,panelist,low,NA,3.9,1,0,1,0,0,0,3.9
30,5,18,30_18,panelist,none,NA,3.9,1,0,0,1,1,-0.1,3.8
30,5,19,30_19,panelist,med,NA,3.9,1,0,0,0,0,0,3.9
30,5,20,30_20,panelist,low,NA,3.9,1,0,1,0,1,0.1,4
30,5,21,30_21,panelist,none,NA,3.9,1,0,0,1,1,-0.2,3.7
30,5,22,30_22,panelist,low,NA,3.9,1,0,1,0,0,0,3.9
30,5,23,30_23,panelist,med,NA,3.9,1,0,0,0,1,0.1,4
30,5,24,30_24,panelist,med,NA,3.9,1,0,0,0,0,0,3.9
30,6,01,30_01,panelist,none,NA,4,1,0,0,1,0,0,4
30,6,02,30_02,panelist,low,NA,4,1,0,1,0,0,0,4
30,6,03,30_03,panelist,high,NA,4,1,1,0,0,0,0,4
30,6,04,30_04,panelist,low,NA,4,1,0,1,0,0,0,4
30,6,05,30_05,panelist,med,NA,4,1,0,0,0,0,0,4
30,6,06,30_06,panelist,low,NA,4,1,0,1,0,0,0,4
30,6,07,30_07,panelist,none,NA,4,1,0,0,1,0,0,4
30,6,08,30_08,panelist,none,NA,4,1,0,0,1,1,0.2,4.2
30,6,09,30_09,panelist,none,NA,4,1,0,0,1,0,0,4
30,6,10,30_10,panelist,low,NA,4,1,0,1,0,0,0,4
30,6,11,30_11,reviewer,low,4.1,4,0,0,1,0,0,0,4
30,6,12,30_12,panelist,med,NA,4,1,0,0,0,1,0.3,4.3
30,6,13,30_13,panelist,low,NA,4,1,0,1,0,0,0,4
30,6,14,30_14,panelist,high,NA,4,1,1,0,0,0,0,4
30,6,15,30_15,reviewer,med,3.5,4,0,0,0,0,0,0,4
30,6,16,30_16,panelist,none,NA,4,1,0,0,1,0,0,4
30,6,17,30_17,reviewer,none,4.3,4,0,0,0,1,0,0,4
30,6,18,30_18,panelist,med,NA,4,1,0,0,0,0,0,4
30,6,19,30_19,panelist,none,NA,4,1,0,0,1,1,0.3,4.3
30,6,20,30_20,panelist,none,NA,4,1,0,0,1,0,0,4
30,6,21,30_21,panelist,none,NA,4,1,0,0,1,1,-0.1,3.9
30,6,22,30_22,panelist,none,NA,4,1,0,0,1,0,0,4
30,6,23,30_23,panelist,med,NA,4,1,0,0,0,1,0.1,4.1
30,6,24,30_24,panelist,low,NA,4,1,0,1,0,1,0.3,4.3
30,8,01,30_01,panelist,med,NA,3.8,1,0,0,0,1,0.1,3.9
30,8,02,30_02,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
30,8,03,30_03,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
30,8,04,30_04,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
30,8,05,30_05,panelist,low,NA,3.8,1,0,1,0,1,0.1,3.9
30,8,06,30_06,panelist,none,NA,3.8,1,0,0,1,1,-0.2,3.6
30,8,07,30_07,panelist,none,NA,3.8,1,0,0,1,1,-0.1,3.7
30,8,08,30_08,panelist,none,NA,3.8,1,0,0,1,1,0.5,4.3
30,8,09,30_09,panelist,high,NA,3.8,1,1,0,0,0,0,3.8
30,8,10,30_10,reviewer,med,4,3.8,0,0,0,0,0,0,3.8
30,8,11,30_11,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
30,8,12,30_12,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
30,8,13,30_13,reviewer,none,4.2,3.8,0,0,0,1,0,0,3.8
30,8,14,30_14,panelist,med,NA,3.8,1,0,0,0,0,0,3.8
30,8,15,30_15,panelist,none,NA,3.8,1,0,0,1,1,-0.1,3.7
30,8,16,30_16,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
30,8,17,30_17,panelist,med,NA,3.8,1,0,0,0,1,0.3,4.1
30,8,18,30_18,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
30,8,19,30_19,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
30,8,20,30_20,panelist,med,NA,3.8,1,0,0,0,0,0,3.8
30,8,21,30_21,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
30,8,22,30_22,panelist,high,NA,3.8,1,1,0,0,0,0,3.8
30,8,23,30_23,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
30,8,24,30_24,reviewer,low,3.1,3.8,0,0,1,0,0,0,3.8
30,9,01,30_01,panelist,low,NA,3.7,1,0,1,0,1,0.2,3.9
30,9,02,30_02,panelist,low,NA,3.7,1,0,1,0,1,-0.2,3.5
30,9,03,30_03,panelist,none,NA,3.7,1,0,0,1,1,-0.1,3.6
30,9,04,30_04,panelist,med,NA,3.7,1,0,0,0,0,0,3.7
30,9,05,30_05,reviewer,med,3.8,3.7,0,0,0,0,0,0,3.7
30,9,06,30_06,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
30,9,07,30_07,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
30,9,08,30_08,panelist,med,NA,3.7,1,0,0,0,0,0,3.7
30,9,09,30_09,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
30,9,10,30_10,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
30,9,11,30_11,panelist,med,NA,3.7,1,0,0,0,0,0,3.7
30,9,12,30_12,panelist,none,NA,3.7,1,0,0,1,1,0.3,4
30,9,13,30_13,panelist,none,NA,3.7,1,0,0,1,1,0.3,4
30,9,14,30_14,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
30,9,15,30_15,panelist,low,NA,3.7,1,0,1,0,1,-0.2,3.5
30,9,16,30_16,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
30,9,17,30_17,panelist,high,NA,3.7,1,1,0,0,0,0,3.7
30,9,18,30_18,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
30,9,19,30_19,reviewer,none,3.5,3.7,0,0,0,1,0,0,3.7
30,9,20,30_20,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
30,9,21,30_21,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
30,9,22,30_22,reviewer,none,3.9,3.7,0,0,0,1,0,0,3.7
30,9,23,30_23,panelist,high,NA,3.7,1,1,0,0,0,0,3.7
30,9,24,30_24,panelist,med,NA,3.7,1,0,0,0,1,-0.1,3.6
30,10,01,30_01,panelist,none,NA,3.6,1,0,0,1,1,0.3,3.9
30,10,02,30_02,panelist,low,NA,3.6,1,0,1,0,1,-0.1,3.5
30,10,03,30_03,panelist,high,NA,3.6,1,1,0,0,1,-0.1,3.5
30,10,04,30_04,reviewer,low,3.6,3.6,0,0,1,0,0,0,3.6
30,10,05,30_05,panelist,none,NA,3.6,1,0,0,1,1,-0.1,3.5
30,10,06,30_06,panelist,none,NA,3.6,1,0,0,1,0,0,3.6
30,10,07,30_07,panelist,none,NA,3.6,1,0,0,1,1,0.2,3.8
30,10,08,30_08,reviewer,low,3.6,3.6,0,0,1,0,0,0,3.6
30,10,09,30_09,panelist,med,NA,3.6,1,0,0,0,1,0.1,3.7
30,10,10,30_10,panelist,none,NA,3.6,1,0,0,1,1,-0.2,3.4
30,10,11,30_11,panelist,none,NA,3.6,1,0,0,1,0,0,3.6
30,10,12,30_12,panelist,low,NA,3.6,1,0,1,0,0,0,3.6
30,10,13,30_13,panelist,low,NA,3.6,1,0,1,0,1,0.1,3.7
30,10,14,30_14,panelist,med,NA,3.6,1,0,0,0,0,0,3.6
30,10,15,30_15,panelist,none,NA,3.6,1,0,0,1,0,0,3.6
30,10,16,30_16,reviewer,med,3.6,3.6,0,0,0,0,0,0,3.6
30,10,17,30_17,panelist,med,NA,3.6,1,0,0,0,0,0,3.6
30,10,18,30_18,panelist,none,NA,3.6,1,0,0,1,1,-0.3,3.3
30,10,19,30_19,panelist,none,NA,3.6,1,0,0,1,0,0,3.6
30,10,20,30_20,panelist,med,NA,3.6,1,0,0,0,0,0,3.6
30,10,21,30_21,panelist,low,NA,3.6,1,0,1,0,0,0,3.6
30,10,22,30_22,panelist,low,NA,3.6,1,0,1,0,0,0,3.6
30,10,23,30_23,panelist,high,NA,3.6,1,1,0,0,0,0,3.6
30,10,24,30_24,panelist,none,NA,3.6,1,0,0,1,0,0,3.6
30,15,01,30_01,panelist,none,NA,3.6,1,0,0,1,0,0,3.6
30,15,02,30_02,panelist,low,NA,3.6,1,0,1,0,1,-0.3,3.3
30,15,03,30_03,panelist,low,NA,3.6,1,0,1,0,0,0,3.6
30,15,04,30_04,panelist,low,NA,3.6,1,0,1,0,1,-0.2,3.4
30,15,05,30_05,panelist,none,NA,3.6,1,0,0,1,0,0,3.6
30,15,06,30_06,panelist,none,NA,3.6,1,0,0,1,0,0,3.6
30,15,07,30_07,panelist,low,NA,3.6,1,0,1,0,0,0,3.6
30,15,08,30_08,reviewer,none,3.7,3.6,0,0,0,1,0,0,3.6
30,15,09,30_09,panelist,low,NA,3.6,1,0,1,0,1,0.1,3.7
30,15,10,30_10,panelist,none,NA,3.6,1,0,0,1,1,-0.1,3.5
30,15,11,30_11,panelist,none,NA,3.6,1,0,0,1,1,0.2,3.8
30,15,12,30_12,panelist,none,NA,3.6,1,0,0,1,1,0.1,3.7
30,15,13,30_13,panelist,med,NA,3.6,1,0,0,0,0,0,3.6
30,15,14,30_14,panelist,none,NA,3.6,1,0,0,1,1,-0.3,3.3
30,15,15,30_15,panelist,high,NA,3.6,1,1,0,0,0,0,3.6
30,15,16,30_16,panelist,none,NA,3.6,1,0,0,1,0,0,3.6
30,15,17,30_17,panelist,med,NA,3.6,1,0,0,0,1,0.1,3.7
30,15,18,30_18,reviewer,none,3.4,3.6,0,0,0,1,0,0,3.6
30,15,19,30_19,panelist,high,NA,3.6,1,1,0,0,0,0,3.6
30,15,20,30_20,panelist,low,NA,3.6,1,0,1,0,0,0,3.6
30,15,21,30_21,panelist,low,NA,3.6,1,0,1,0,0,0,3.6
30,15,22,30_22,panelist,med,NA,3.6,1,0,0,0,0,0,3.6
30,15,23,30_23,panelist,med,NA,3.6,1,0,0,0,0,0,3.6
30,15,24,30_24,reviewer,med,3.7,3.6,0,0,0,0,1,0.3,3.9
30,16,01,30_01,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
30,16,02,30_02,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
30,16,03,30_03,reviewer,none,3.8,3.7,0,0,0,1,1,0.1,3.8
30,16,04,30_04,panelist,none,NA,3.7,1,0,0,1,1,-0.2,3.5
30,16,05,30_05,panelist,low,NA,3.7,1,0,1,0,1,0.1,3.8
30,16,06,30_06,panelist,none,NA,3.7,1,0,0,1,1,-0.1,3.6
30,16,07,30_07,panelist,none,NA,3.7,1,0,0,1,1,0.2,3.9
30,16,08,30_08,panelist,high,NA,3.7,1,1,0,0,0,0,3.7
30,16,09,30_09,reviewer,none,3.5,3.7,0,0,0,1,1,0.1,3.8
30,16,10,30_10,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
30,16,11,30_11,panelist,med,NA,3.7,1,0,0,0,0,0,3.7
30,16,12,30_12,panelist,med,NA,3.7,1,0,0,0,1,0.3,4
30,16,13,30_13,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
30,16,14,30_14,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
30,16,15,30_15,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
30,16,16,30_16,panelist,med,NA,3.7,1,0,0,0,1,-0.2,3.5
30,16,17,30_17,panelist,med,NA,3.7,1,0,0,0,1,0.4,4.1
30,16,18,30_18,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
30,16,19,30_19,panelist,high,NA,3.7,1,1,0,0,1,0.1,3.8
30,16,20,30_20,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
30,16,21,30_21,panelist,none,NA,3.7,1,0,0,1,1,-0.2,3.5
30,16,22,30_22,panelist,none,NA,3.7,1,0,0,1,0,0,3.7
30,16,23,30_23,reviewer,med,3.7,3.7,0,0,0,0,1,0.2,3.9
30,16,24,30_24,panelist,low,NA,3.7,1,0,1,0,0,0,3.7
30,17,01,30_01,panelist,none,NA,3.6,1,0,0,1,1,0.1,3.7
30,17,02,30_02,panelist,med,NA,3.6,1,0,0,0,1,-0.4,3.2
30,17,03,30_03,panelist,none,NA,3.6,1,0,0,1,0,0,3.6
30,17,04,30_04,panelist,med,NA,3.6,1,0,0,0,1,-0.2,3.4
30,17,05,30_05,panelist,none,NA,3.6,1,0,0,1,1,-0.2,3.4
30,17,06,30_06,panelist,none,NA,3.6,1,0,0,1,1,-0.1,3.5
30,17,07,30_07,panelist,high,NA,3.6,1,1,0,0,0,0,3.6
30,17,08,30_08,reviewer,low,3.6,3.6,0,0,1,0,0,0,3.6
30,17,09,30_09,panelist,med,NA,3.6,1,0,0,0,0,0,3.6
30,17,10,30_10,reviewer,low,3.7,3.6,0,0,1,0,1,0.1,3.7
30,17,11,30_11,reviewer,none,3.4,3.6,0,0,0,1,1,0.1,3.7
30,17,12,30_12,panelist,med,NA,3.6,1,0,0,0,1,-0.1,3.5
30,17,13,30_13,panelist,low,NA,3.6,1,0,1,0,0,0,3.6
30,17,14,30_14,panelist,med,NA,3.6,1,0,0,0,0,0,3.6
30,17,15,30_15,panelist,low,NA,3.6,1,0,1,0,1,-0.2,3.4
30,17,16,30_16,panelist,none,NA,3.6,1,0,0,1,1,0.2,3.8
30,17,17,30_17,panelist,low,NA,3.6,1,0,1,0,0,0,3.6
30,17,18,30_18,panelist,low,NA,3.6,1,0,1,0,0,0,3.6
30,17,19,30_19,panelist,none,NA,3.6,1,0,0,1,1,-0.1,3.5
30,17,20,30_20,panelist,none,NA,3.6,1,0,0,1,1,0.1,3.7
30,17,21,30_21,panelist,none,NA,3.6,1,0,0,1,1,-0.1,3.5
30,17,22,30_22,panelist,high,NA,3.6,1,1,0,0,0,0,3.6
30,17,23,30_23,panelist,low,NA,3.6,1,0,1,0,1,0.2,3.8
30,17,24,30_24,panelist,none,NA,3.6,1,0,0,1,1,-0.1,3.5
30,19,01,30_01,panelist,med,NA,4.1,1,0,0,0,1,0.2,4.3
30,19,02,30_02,panelist,none,NA,4.1,1,0,0,1,1,-0.3,3.8
30,19,03,30_03,panelist,low,NA,4.1,1,0,1,0,1,-0.1,4
30,19,04,30_04,panelist,none,NA,4.1,1,0,0,1,1,0.1,4.2
30,19,05,30_05,panelist,none,NA,4.1,1,0,0,1,1,0.3,4.4
30,19,06,30_06,panelist,med,NA,4.1,1,0,0,0,0,0,4.1
30,19,07,30_07,panelist,med,NA,4.1,1,0,0,0,0,0,4.1
30,19,08,30_08,panelist,none,NA,4.1,1,0,0,1,1,0.2,4.3
30,19,09,30_09,panelist,low,NA,4.1,1,0,1,0,1,0.4,4.5
30,19,10,30_10,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
30,19,11,30_11,panelist,none,NA,4.1,1,0,0,1,1,0.4,4.5
30,19,12,30_12,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
30,19,13,30_13,reviewer,high,4,4.1,0,1,0,0,0,0,4.1
30,19,14,30_14,panelist,none,NA,4.1,1,0,0,1,1,-0.2,3.9
30,19,15,30_15,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
30,19,16,30_16,panelist,med,NA,4.1,1,0,0,0,0,0,4.1
30,19,17,30_17,reviewer,none,4,4.1,0,0,0,1,0,0,4.1
30,19,18,30_18,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
30,19,19,30_19,panelist,med,NA,4.1,1,0,0,0,1,-0.1,4
30,19,20,30_20,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
30,19,21,30_21,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
30,19,22,30_22,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
30,19,23,30_23,reviewer,none,4.3,4.1,0,0,0,1,1,0.2,4.3
30,19,24,30_24,panelist,high,NA,4.1,1,1,0,0,0,0,4.1
30,22,01,30_01,panelist,low,NA,3.8,1,0,1,0,1,0.2,4
30,22,02,30_02,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
30,22,03,30_03,panelist,high,NA,3.8,1,1,0,0,0,0,3.8
30,22,04,30_04,panelist,none,NA,3.8,1,0,0,1,1,0.3,4.1
30,22,05,30_05,panelist,med,NA,3.8,1,0,0,0,0,0,3.8
30,22,06,30_06,panelist,med,NA,3.8,1,0,0,0,1,-0.2,3.6
30,22,07,30_07,panelist,med,NA,3.8,1,0,0,0,1,0.3,4.1
30,22,08,30_08,panelist,none,NA,3.8,1,0,0,1,1,0.4,4.2
30,22,09,30_09,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
30,22,10,30_10,panelist,none,NA,3.8,1,0,0,1,1,-0.2,3.6
30,22,11,30_11,panelist,none,NA,3.8,1,0,0,1,1,0.3,4.1
30,22,12,30_12,reviewer,med,3.8,3.8,0,0,0,0,0,0,3.8
30,22,13,30_13,reviewer,high,3.4,3.8,0,1,0,0,0,0,3.8
30,22,14,30_14,panelist,low,NA,3.8,1,0,1,0,1,0.3,4.1
30,22,15,30_15,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
30,22,16,30_16,panelist,med,NA,3.8,1,0,0,0,1,-0.1,3.7
30,22,17,30_17,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
30,22,18,30_18,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
30,22,19,30_19,panelist,none,NA,3.8,1,0,0,1,0,0,3.8
30,22,20,30_20,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
30,22,21,30_21,panelist,none,NA,3.8,1,0,0,1,1,-0.4,3.4
30,22,22,30_22,panelist,low,NA,3.8,1,0,1,0,0,0,3.8
30,22,23,30_23,reviewer,none,4.2,3.8,0,0,0,1,1,0.1,3.9
30,22,24,30_24,panelist,none,NA,3.8,1,0,0,1,1,0.1,3.9
30,26,01,30_01,panelist,low,NA,4.2,1,0,1,0,1,0.2,4.4
30,26,02,30_02,panelist,none,NA,4.2,1,0,0,1,0,0,4.2
30,26,03,30_03,panelist,none,NA,4.2,1,0,0,1,0,0,4.2
30,26,04,30_04,panelist,med,NA,4.2,1,0,0,0,0,0,4.2
30,26,05,30_05,panelist,none,NA,4.2,1,0,0,1,0,0,4.2
30,26,06,30_06,reviewer,low,4.3,4.2,0,0,1,0,0,0,4.2
30,26,07,30_07,panelist,med,NA,4.2,1,0,0,0,0,0,4.2
30,26,08,30_08,panelist,med,NA,4.2,1,0,0,0,1,0.3,4.5
30,26,09,30_09,panelist,low,NA,4.2,1,0,1,0,1,-0.1,4.1
30,26,10,30_10,panelist,none,NA,4.2,1,0,0,1,0,0,4.2
30,26,11,30_11,reviewer,none,4,4.2,0,0,0,1,0,0,4.2
30,26,12,30_12,panelist,low,NA,4.2,1,0,1,0,0,0,4.2
30,26,13,30_13,panelist,low,NA,4.2,1,0,1,0,0,0,4.2
30,26,14,30_14,panelist,none,NA,4.2,1,0,0,1,0,0,4.2
30,26,15,30_15,panelist,low,NA,4.2,1,0,1,0,1,-0.2,4
30,26,16,30_16,panelist,high,NA,4.2,1,1,0,0,0,0,4.2
30,26,17,30_17,panelist,high,NA,4.2,1,1,0,0,0,0,4.2
30,26,18,30_18,panelist,none,NA,4.2,1,0,0,1,1,-0.1,4.1
30,26,19,30_19,panelist,med,NA,4.2,1,0,0,0,0,0,4.2
30,26,20,30_20,panelist,low,NA,4.2,1,0,1,0,0,0,4.2
30,26,21,30_21,reviewer,none,4.3,4.2,0,0,0,1,1,-0.1,4.1
30,26,22,30_22,panelist,none,NA,4.2,1,0,0,1,1,-0.1,4.1
30,26,23,30_23,panelist,none,NA,4.2,1,0,0,1,1,0.4,4.6
30,26,24,30_24,panelist,med,NA,4.2,1,0,0,0,1,0.2,4.4
30,27,01,30_01,panelist,high,NA,4.5,1,1,0,0,0,0,4.5
30,27,02,30_02,reviewer,med,4.3,4.5,0,0,0,0,0,0,4.5
30,27,03,30_03,panelist,none,NA,4.5,1,0,0,1,0,0,4.5
30,27,04,30_04,panelist,none,NA,4.5,1,0,0,1,1,-0.1,4.4
30,27,05,30_05,panelist,med,NA,4.5,1,0,0,0,0,0,4.5
30,27,06,30_06,panelist,none,NA,4.5,1,0,0,1,0,0,4.5
30,27,07,30_07,panelist,high,NA,4.5,1,1,0,0,1,-0.3,4.2
30,27,08,30_08,panelist,low,NA,4.5,1,0,1,0,1,0.1,4.6
30,27,09,30_09,panelist,none,NA,4.5,1,0,0,1,1,-0.2,4.3
30,27,10,30_10,panelist,low,NA,4.5,1,0,1,0,1,0.1,4.6
30,27,11,30_11,panelist,none,NA,4.5,1,0,0,1,1,0.1,4.6
30,27,12,30_12,panelist,low,NA,4.5,1,0,1,0,1,0.1,4.6
30,27,13,30_13,panelist,none,NA,4.5,1,0,0,1,0,0,4.5
30,27,14,30_14,panelist,med,NA,4.5,1,0,0,0,0,0,4.5
30,27,15,30_15,reviewer,low,4.6,4.5,0,0,1,0,0,0,4.5
30,27,16,30_16,panelist,low,NA,4.5,1,0,1,0,0,0,4.5
30,27,17,30_17,reviewer,low,4.6,4.5,0,0,1,0,0,0,4.5
30,27,18,30_18,panelist,none,NA,4.5,1,0,0,1,0,0,4.5
30,27,19,30_19,panelist,none,NA,4.5,1,0,0,1,1,-0.2,4.3
30,27,20,30_20,panelist,none,NA,4.5,1,0,0,1,1,0.2,4.7
30,27,21,30_21,panelist,none,NA,4.5,1,0,0,1,0,0,4.5
30,27,22,30_22,panelist,low,NA,4.5,1,0,1,0,1,-0.2,4.3
30,27,23,30_23,panelist,med,NA,4.5,1,0,0,0,0,0,4.5
30,27,24,30_24,panelist,med,NA,4.5,1,0,0,0,1,0.1,4.6
30,30,01,30_01,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
30,30,02,30_02,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
30,30,03,30_03,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
30,30,04,30_04,panelist,med,NA,4.1,1,0,0,0,1,-0.3,3.8
30,30,05,30_05,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
30,30,06,30_06,panelist,high,NA,4.1,1,1,0,0,0,0,4.1
30,30,07,30_07,panelist,none,NA,4.1,1,0,0,1,1,0.2,4.3
30,30,08,30_08,panelist,med,NA,4.1,1,0,0,0,0,0,4.1
30,30,09,30_09,panelist,none,NA,4.1,1,0,0,1,1,-0.1,4
30,30,10,30_10,panelist,none,NA,4.1,1,0,0,1,1,0.4,4.5
30,30,11,30_11,panelist,none,NA,4.1,1,0,0,1,1,0.2,4.3
30,30,12,30_12,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
30,30,13,30_13,panelist,low,NA,4.1,1,0,1,0,1,0.1,4.2
30,30,14,30_14,reviewer,none,3.9,4.1,0,0,0,1,0,0,4.1
30,30,15,30_15,panelist,low,NA,4.1,1,0,1,0,0,0,4.1
30,30,16,30_16,reviewer,low,4.2,4.1,0,0,1,0,0,0,4.1
30,30,17,30_17,panelist,none,NA,4.1,1,0,0,1,0,0,4.1
30,30,18,30_18,panelist,med,NA,4.1,1,0,0,0,0,0,4.1
30,30,19,30_19,panelist,none,NA,4.1,1,0,0,1,1,0.3,4.4
30,30,20,30_20,panelist,none,NA,4.1,1,0,0,1,1,-0.1,4
30,30,21,30_21,reviewer,high,4.1,4.1,0,1,0,0,1,-0.5,3.6
30,30,22,30_22,panelist,med,NA,4.1,1,0,0,0,0,0,4.1
30,30,23,30_23,panelist,low,NA,4.1,1,0,1,0,1,0.1,4.2
30,30,24,30_24,panelist,med,NA,4.1,1,0,0,0,0,0,4.1
31,2,01,31_01,panelist,med,NA,4.3,1,0,0,0,1,0.2,4.5
31,2,02,31_02,reviewer,none,4.5,4.3,0,0,0,1,1,-0.2,4.1
31,2,03,31_03,panelist,none,NA,4.3,1,0,0,1,0,0,4.3
31,2,04,31_04,panelist,low,NA,4.3,1,0,1,0,0,0,4.3
31,2,05,31_05,panelist,high,NA,4.3,1,1,0,0,1,0.2,4.5
31,2,06,31_06,panelist,low,NA,4.3,1,0,1,0,0,0,4.3
31,2,07,31_07,reviewer,med,4.2,4.3,0,0,0,0,1,0.1,4.4
31,2,08,31_08,panelist,none,NA,4.3,1,0,0,1,1,0.1,4.4
31,2,09,31_09,panelist,none,NA,4.3,1,0,0,1,1,-0.3,4
31,2,10,31_10,panelist,low,NA,4.3,1,0,1,0,0,0,4.3
31,2,11,31_11,panelist,none,NA,4.3,1,0,0,1,1,0.1,4.4
31,2,12,31_12,panelist,low,NA,4.3,1,0,1,0,0,0,4.3
31,2,13,31_13,panelist,none,NA,4.3,1,0,0,1,1,-0.2,4.1
31,2,14,31_14,reviewer,low,4.3,4.3,0,0,1,0,0,0,4.3
31,2,15,31_15,panelist,low,NA,4.3,1,0,1,0,0,0,4.3
31,2,16,31_16,panelist,none,NA,4.3,1,0,0,1,0,0,4.3
31,2,17,31_17,panelist,none,NA,4.3,1,0,0,1,0,0,4.3
31,2,18,31_18,panelist,med,NA,4.3,1,0,0,0,0,0,4.3
31,2,19,31_19,panelist,low,NA,4.3,1,0,1,0,0,0,4.3
31,2,20,31_20,panelist,high,NA,4.3,1,1,0,0,0,0,4.3
31,2,21,31_21,panelist,none,NA,4.3,1,0,0,1,0,0,4.3
31,2,22,31_22,panelist,none,NA,4.3,1,0,0,1,1,0.4,4.7
31,2,23,31_23,panelist,med,NA,4.3,1,0,0,0,1,-0.1,4.2
31,2,24,31_24,panelist,med,NA,4.3,1,0,0,0,1,0.3,4.6
31,4,01,31_01,panelist,low,NA,4,1,0,1,0,1,-0.2,3.8
31,4,02,31_02,panelist,none,NA,4,1,0,0,1,0,0,4
31,4,03,31_03,panelist,med,NA,4,1,0,0,0,1,-0.1,3.9
31,4,04,31_04,reviewer,none,3.6,4,0,0,0,1,0,0,4
31,4,05,31_05,panelist,low,NA,4,1,0,1,0,1,0.1,4.1
31,4,06,31_06,panelist,none,NA,4,1,0,0,1,1,-0.1,3.9
31,4,07,31_07,panelist,none,NA,4,1,0,0,1,0,0,4
31,4,08,31_08,panelist,low,NA,4,1,0,1,0,1,0.1,4.1
31,4,09,31_09,panelist,med,NA,4,1,0,0,0,1,-0.3,3.7
31,4,10,31_10,panelist,none,NA,4,1,0,0,1,0,0,4
31,4,11,31_11,panelist,low,NA,4,1,0,1,0,0,0,4
31,4,12,31_12,panelist,none,NA,4,1,0,0,1,0,0,4
31,4,13,31_13,panelist,med,NA,4,1,0,0,0,1,-0.2,3.8
31,4,14,31_14,panelist,high,NA,4,1,1,0,0,1,0.2,4.2
31,4,15,31_15,reviewer,none,4.3,4,0,0,0,1,1,0.1,4.1
31,4,16,31_16,panelist,high,NA,4,1,1,0,0,0,0,4
