cmte,app,memno,cid,job,exp,panelist,exp_high,exp_low,exp_none,score
28,7,07,28_07,panelist,low,1,0,1,0,4.4566041913921435
28,7,08,28_08,panelist,none,1,0,0,1,4.74359766917158
28,7,09,28_09,panelist,med,1,0,0,0,4.847320201770382
28,7,10,28_10,panelist,low,1,0,1,0,4.208221996710925
28,7,11,28_11,reviewer,low,0,0,1,0,3.832688255639403
28,7,12,28_12,panelist,med,1,0,0,0,4.62738663156074
28,7,13,28_13,panelist,none,1,0,0,1,4.752494361023193
28,7,14,28_14,panelist,high,1,1,0,0,4.66751150219211
28,7,15,28_15,panelist,med,1,0,0,0,4.685625759599634
28,7,16,28_16,panelist,med,1,0,0,0,4.55027258944759
28,7,17,28_17,panelist,high,1,1,0,0,4.364834893998262
28,7,18,28_18,panelist,none,1,0,0,1,4.6092941395790294
28,7,19,28_19,panelist,med,1,0,0,0,3.9734086806581077
28,7,20,28_20,reviewer,med,0,0,0,0,4.072121934089757
28,7,21,28_21,panelist,med,1,0,0,0,4.564992398994053
28,7,22,28_22,panelist,med,1,0,0,0,4.791799837265362
28,7,23,28_23,panelist,med,1,0,0,0,4.817558857356072
28,7,24,28_24,panelist,low,1,0,1,0,4.268314558673494
28,8,01,28_01,panelist,high,1,1,0,0,3.601538040719108
28,8,02,28_02,panelist,none,1,0,0,1,4.2612665004235195
28,8,03,28_03,panelist,high,1,1,0,0,3.5698860580963707
28,8,04,28_04,panelist,low,1,0,1,0,3.5298339428420973
28,8,05,28_05,panelist,med,1,0,0,0,3.6635768645869904
28,8,06,28_06,panelist,low,1,0,1,0,3.9699451076372108
28,8,07,28_07,panelist,med,1,0,0,0,3.562686384476818
28,8,08,28_08,panelist,low,1,0,1,0,4.256586593508408
28,8,09,28_09,reviewer,none,0,0,0,1,4.301953246166716
28,8,10,28_10,panelist,high,1,1,0,0,3.7538746025825245
28,8,11,28_11,panelist,high,1,1,0,0,3.71281649425192
28,8,12,28_12,panelist,med,1,0,0,0,4.1496945705490695
28,8,13,28_13,reviewer,high,0,1,0,0,3.9143557864408893
28,8,14,28_14,panelist,low,1,0,1,0,3.8337162798090763
28,8,15,28_15,panelist,med,1,0,0,0,4.058416332230085
28,8,16,28_16,panelist,med,1,0,0,0,3.832872182351491
28,8,17,28_17,panelist,med,1,0,0,0,3.9267448747237097
28,8,18,28_18,reviewer,none,0,0,0,1,4.0091388014460065
28,8,19,28_19,panelist,med,1,0,0,0,3.635963723615802
28,8,20,28_20,panelist,none,1,0,0,1,3.921961782013416
28,8,21,28_21,panelist,med,1,0,0,0,3.8019411786528203
28,8,22,28_22,panelist,med,1,0,0,0,4.368545033943711
28,8,23,28_23,panelist,high,1,1,0,0,3.82239510641467
28,8,24,28_24,panelist,med,1,0,0,0,3.519486336037749
28,9,01,28_01,panelist,med,1,0,0,0,4.361807148538537
28,9,02,28_02,reviewer,none,0,0,0,1,4.879468148734162
28,9,03,28_03,panelist,high,1,1,0,0,4.344597972937953
28,9,04,28_04,panelist,med,1,0,0,0,4.458859445312989
28,9,05,28_05,panelist,med,1,0,0,0,4.246703153488677
28,9,06,28_06,panelist,med,1,0,0,0,4.654507766961305
28,9,07,28_07,reviewer,high,0,1,0,0,4.030347067729764
28,9,08,28_08,panelist,high,1,1,0,0,4.300205033489875
28,9,09,28_09,panelist,med,1,0,0,0,4.812949027577001
28,9,10,28_10,panelist,high,1,1,0,0,4.319185358247323
28,9,11,28_11,panelist,med,1,0,0,0,4.255811751643286
28,9,12,28_12,reviewer,high,0,1,0,0,4.239139685769065
28,9,13,28_13,panelist,high,1,1,0,0,4.7169174047093945
28,9,14,28_14,panelist,med,1,0,0,0,4.70225986298306
28,9,15,28_15,panelist,low,1,0,1,0,4.578124913161964
28,9,16,28_16,panelist,none,1,0,0,1,4.352642300233798
28,9,17,28_17,panelist,none,1,0,0,1,4.323467710436721
28,9,18,28_18,panelist,low,1,0,1,0,4.448326607227354
28,9,19,28_19,panelist,med,1,0,0,0,4.029066439155647
28,9,20,28_20,panelist,med,1,0,0,0,4.426290116639372
28,9,21,28_21,panelist,low,1,0,1,0,4.880355876182648
28,9,22,28_22,panelist,med,1,0,0,0,4.468894643447976
28,9,23,28_23,panelist,low,1,0,1,0,4.781967862191674
28,9,24,28_24,panelist,none,1,0,0,1,4.5411853568020515
28,10,01,28_01,panelist,none,1,0,0,1,4.100199959543005
28,10,02,28_02,panelist,med,1,0,0,0,4.682986052931872
28,10,03,28_03,panelist,med,1,0,0,0,3.833092826945569
28,10,04,28_04,panelist,med,1,0,0,0,3.7302831111039234
28,10,05,28_05,panelist,high,1,1,0,0,3.752086420929835
28,10,06,28_06,panelist,high,1,1,0,0,4.59240261010805
28,10,07,28_07,panelist,high,1,1,0,0,3.7117030097816706
28,10,08,28_08,panelist,low,1,0,1,0,4.346827603047744
28,10,09,28_09,panelist,none,1,0,0,1,4.720380983404589
28,10,10,28_10,panelist,none,1,0,0,1,4.134878304686494
28,10,11,28_11,reviewer,none,0,0,0,1,3.8224348560264954
28,10,12,28_12,reviewer,med,0,0,0,0,3.9641017906550884
28,10,13,28_13,panelist,low,1,0,1,0,4.499130251473018
28,10,14,28_14,panelist,med,1,0,0,0,3.992406893025931
28,10,15,28_15,panelist,high,1,1,0,0,3.730028783374563
28,10,16,28_16,panelist,med,1,0,0,0,3.977984170713954
28,10,17,28_17,reviewer,high,0,1,0,0,3.601601804376503
28,10,18,28_18,panelist,med,1,0,0,0,4.21000498253674
28,10,19,28_19,panelist,med,1,0,0,0,3.8103071863824556
28,10,20,28_20,panelist,low,1,0,1,0,3.9032638664185297
28,10,21,28_21,panelist,med,1,0,0,0,4.268557406797944
28,10,22,28_22,panelist,high,1,1,0,0,3.863706317487296
28,10,23,28_23,panelist,med,1,0,0,0,4.363546729932606
28,10,24,28_24,panelist,low,1,0,1,0,4.127860527915868
28,11,01,28_01,reviewer,high,0,1,0,0,3.5525325184708088
28,11,02,28_02,panelist,med,1,0,0,0,4.497907464794936
28,11,03,28_03,panelist,low,1,0,1,0,3.750757578643867
28,11,04,28_04,reviewer,med,0,0,0,0,3.5438701527371084
28,11,05,28_05,panelist,low,1,0,1,0,4.001174197255311
28,11,06,28_06,panelist,high,1,1,0,0,4.357264703685565
28,11,07,28_07,panelist,med,1,0,0,0,3.7670291932749356
28,11,08,28_08,panelist,high,1,1,0,0,4.443573399472666
28,11,09,28_09,panelist,none,1,0,0,1,4.542183061137621
28,11,10,28_10,panelist,med,1,0,0,0,4.133234471833086
28,11,11,28_11,reviewer,high,0,1,0,0,3.75713424943808
28,11,12,28_12,panelist,med,1,0,0,0,3.825349280724238
28,11,13,28_13,panelist,none,1,0,0,1,4.65170566564984
28,11,14,28_14,panelist,med,1,0,0,0,3.901713760618451
28,11,15,28_15,panelist,med,1,0,0,0,4.193470681451024
28,11,16,28_16,panelist,low,1,0,1,0,3.975557712468845
28,11,17,28_17,panelist,low,1,0,1,0,4.379557155108371
28,11,18,28_18,panelist,med,1,0,0,0,4.031819650459218
28,11,19,28_19,panelist,med,1,0,0,0,3.5718028858549946
28,11,20,28_20,panelist,none,1,0,0,1,4.166683060125645
28,11,21,28_21,panelist,med,1,0,0,0,3.983650689358711
28,11,22,28_22,panelist,high,1,1,0,0,3.689554317575638
28,11,23,28_23,panelist,high,1,1,0,0,3.9171612069796855
28,11,24,28_24,panelist,none,1,0,0,1,4.037971767592442
28,12,01,28_01,panelist,med,1,0,0,0,4.044008676858809
28,12,02,28_02,panelist,none,1,0,0,1,4.865945833840081
28,12,03,28_03,panelist,high,1,1,0,0,3.7183083019397913
28,12,04,28_04,panelist,med,1,0,0,0,4.250004859742371
28,12,05,28_05,panelist,low,1,0,1,0,3.932852577292852
28,12,06,28_06,panelist,med,1,0,0,0,4.538928035305551
28,12,07,28_07,panelist,med,1,0,0,0,3.917595006179627
28,12,08,28_08,panelist,high,1,1,0,0,4.204398874882921
28,12,09,28_09,panelist,high,1,1,0,0,4.2920313719094505
28,12,10,28_10,panelist,med,1,0,0,0,4.01409418610023
28,12,11,28_11,panelist,med,1,0,0,0,3.7424861266422207
28,12,12,28_12,reviewer,low,0,0,1,0,3.8756463237029126
28,12,13,28_13,panelist,med,1,0,0,0,4.378055786540087
28,12,14,28_14,panelist,none,1,0,0,1,4.070027574140669
28,12,15,28_15,panelist,med,1,0,0,0,4.33251732721686
28,12,16,28_16,panelist,none,1,0,0,1,4.623818150387742
28,12,17,28_17,panelist,low,1,0,1,0,4.435218260582676
28,12,18,28_18,reviewer,med,0,0,0,0,3.9201546993105256
28,12,19,28_19,panelist,none,1,0,0,1,3.9305459170602117
28,12,20,28_20,panelist,high,1,1,0,0,3.8713918846421453
28,12,21,28_21,reviewer,high,0,1,0,0,3.824092578514396
28,12,22,28_22,panelist,high,1,1,0,0,3.8763645164179295
28,12,23,28_23,panelist,med,1,0,0,0,3.9213031297165473
28,12,24,28_24,panelist,low,1,0,1,0,3.802203906556159
28,13,01,28_01,panelist,high,1,1,0,0,3.844877835369808
28,13,02,28_02,reviewer,med,0,0,0,0,4.860748914570006
28,13,03,28_03,reviewer,high,0,1,0,0,3.544064746169373
28,13,04,28_04,reviewer,med,0,0,0,0,4.114937165179145
28,13,05,28_05,panelist,med,1,0,0,0,3.8962846964636024
28,13,06,28_06,panelist,med,1,0,0,0,4.495155635569528
28,13,07,28_07,panelist,med,1,0,0,0,4.361466244756662
28,13,08,28_08,panelist,high,1,1,0,0,4.41011209351773
28,13,09,28_09,panelist,med,1,0,0,0,4.881935783460534
28,13,10,28_10,panelist,none,1,0,0,1,4.7233708694176295
28,13,11,28_11,panelist,med,1,0,0,0,3.5981126977963775
28,13,12,28_12,panelist,med,1,0,0,0,4.433277091909476
28,13,13,28_13,panelist,med,1,0,0,0,4.4004977036521185
28,13,14,28_14,panelist,high,1,1,0,0,4.154320929069825
28,13,15,28_15,panelist,high,1,1,0,0,4.046212844762094
28,13,16,28_16,panelist,none,1,0,0,1,4.616054553901995
28,13,17,28_17,panelist,low,1,0,1,0,4.579240058846291
28,13,18,28_18,panelist,med,1,0,0,0,4.201018314537219
28,13,19,28_19,panelist,low,1,0,1,0,4.389844119199059
28,13,20,28_20,panelist,low,1,0,1,0,4.486414428136771
28,13,21,28_21,panelist,high,1,1,0,0,4.308310045606087
28,13,22,28_22,panelist,none,1,0,0,1,4.53905381397246
28,13,23,28_23,panelist,none,1,0,0,1,4.8816738198435825
28,13,24,28_24,panelist,low,1,0,1,0,4.0076109296025395
28,14,01,28_01,panelist,med,1,0,0,0,3.6846862529627247
28,14,02,28_02,reviewer,high,0,1,0,0,4.178042361385734
28,14,03,28_03,panelist,med,1,0,0,0,3.6256442315559045
28,14,04,28_04,panelist,high,1,1,0,0,3.669325730747572
28,14,05,28_05,panelist,low,1,0,1,0,4.010517693076655
28,14,06,28_06,panelist,med,1,0,0,0,3.6527779947201084
28,14,07,28_07,panelist,med,1,0,0,0,3.831307926424722
28,14,08,28_08,reviewer,low,0,0,1,0,4.108425877896927
28,14,09,28_09,panelist,high,1,1,0,0,4.297855318791537
28,14,10,28_10,panelist,med,1,0,0,0,3.892600780868204
28,14,11,28_11,panelist,low,1,0,1,0,3.8420473404013524
28,14,12,28_12,panelist,none,1,0,0,1,4.104520692669064
28,14,13,28_13,panelist,med,1,0,0,0,4.677570293539041
28,14,14,28_14,panelist,none,1,0,0,1,4.2834192881455
28,14,15,28_15,panelist,high,1,1,0,0,3.9075189680298754
28,14,16,28_16,panelist,high,1,1,0,0,4.124602935031406
28,14,17,28_17,panelist,med,1,0,0,0,4.212906076503225
28,14,18,28_18,panelist,low,1,0,1,0,4.048798651818654
28,14,19,28_19,panelist,high,1,1,0,0,3.809225966337605
28,14,20,28_20,panelist,med,1,0,0,0,4.095201885534272
28,14,21,28_21,panelist,none,1,0,0,1,4.197144816884726
28,14,22,28_22,panelist,med,1,0,0,0,3.9570376488375594
28,14,23,28_23,panelist,none,1,0,0,1,4.053358479870505
28,14,24,28_24,reviewer,med,0,0,0,0,3.7052110377746077
28,15,01,28_01,panelist,high,1,1,0,0,3.7068197414659827
28,15,02,28_02,panelist,med,1,0,0,0,4.1107080107924965
28,15,03,28_03,panelist,high,1,1,0,0,3.5177937069201723
28,15,04,28_04,panelist,low,1,0,1,0,3.5899885055496124
28,15,05,28_05,panelist,med,1,0,0,0,3.516407690088993
28,15,06,28_06,reviewer,none,0,0,0,1,3.8836840520956737
28,15,07,28_07,panelist,low,1,0,1,0,3.5683806435008325
28,15,08,28_08,panelist,low,1,0,1,0,3.629002356149752
28,15,09,28_09,reviewer,low,0,0,1,0,4.050817631905055
28,15,10,28_10,panelist,high,1,1,0,0,3.67623984132543
28,15,11,28_11,panelist,med,1,0,0,0,3.5505804987965783
28,15,12,28_12,panelist,med,1,0,0,0,3.895837667005499
28,15,13,28_13,panelist,high,1,1,0,0,3.9712648467314158
28,15,14,28_14,panelist,med,1,0,0,0,3.851080409095044
28,15,15,28_15,panelist,high,1,1,0,0,3.6723248770161843
28,15,16,28_16,panelist,high,1,1,0,0,3.5212251633470326
28,15,17,28_17,reviewer,med,0,0,0,0,3.559995021264654
28,15,18,28_18,panelist,none,1,0,0,1,4.3107030335535566
28,15,19,28_19,panelist,med,1,0,0,0,3.7174051867073694
28,15,20,28_20,panelist,med,1,0,0,0,3.8629737538438413
28,15,21,28_21,panelist,med,1,0,0,0,3.79395724678478
28,15,22,28_22,panelist,med,1,0,0,0,3.9537436858832993
28,15,23,28_23,panelist,none,1,0,0,1,3.6032792690206548
28,15,24,28_24,panelist,none,1,0,0,1,3.7070215393763424
29,1,01,29_01,reviewer,none,0,0,0,1,4.128320566149161
29,1,02,29_02,panelist,high,1,1,0,0,4.32263441479725
29,1,03,29_03,panelist,med,1,0,0,0,3.671835571819899
29,1,04,29_04,panelist,high,1,1,0,0,3.529334263432813
29,1,05,29_05,panelist,high,1,1,0,0,3.6745788789940224
29,1,06,29_06,panelist,high,1,1,0,0,4.155938073454736
29,1,07,29_07,panelist,none,1,0,0,1,4.080291607778059
29,1,08,29_08,panelist,low,1,0,1,0,4.1003590296633226
29,1,09,29_09,panelist,med,1,0,0,0,4.4441904406921875
29,1,10,29_10,panelist,med,1,0,0,0,4.1753897532414905
29,1,11,29_11,panelist,low,1,0,1,0,3.991971878063121
29,1,12,29_12,panelist,med,1,0,0,0,4.270674198688944
29,1,13,29_13,panelist,med,1,0,0,0,4.347888600488854
29,1,14,29_14,panelist,med,1,0,0,0,4.265487869109817
29,1,15,29_15,panelist,low,1,0,1,0,4.029063861423206
29,1,16,29_16,panelist,med,1,0,0,0,3.9616610726840515
29,1,17,29_17,panelist,high,1,1,0,0,4.338720873729371
29,1,18,29_18,panelist,med,1,0,0,0,4.47178435719312
29,1,19,29_19,panelist,high,1,1,0,0,3.9507623952951403
29,1,20,29_20,panelist,med,1,0,0,0,4.2731647481344215
29,1,21,29_21,reviewer,low,0,0,1,0,4.070851801406095
29,1,22,29_22,panelist,none,1,0,0,1,4.545178020431638
29,1,23,29_23,panelist,med,1,0,0,0,4.180736293872246
29,1,24,29_24,reviewer,none,0,0,0,1,4.107123657375868
29,2,01,29_01,panelist,high,1,1,0,0,4.136978368758949
29,2,02,29_02,panelist,med,1,0,0,0,4.59636636098275
29,2,03,29_03,panelist,high,1,1,0,0,3.8208248736861132
29,2,04,29_04,panelist,high,1,1,0,0,3.9529028755804405
29,2,05,29_05,panelist,med,1,0,0,0,3.659557121589727
29,2,06,29_06,reviewer,low,0,0,1,0,4.251315443040488
29,2,07,29_07,panelist,med,1,0,0,0,4.027569744878817
29,2,08,29_08,panelist,high,1,1,0,0,4.036117815066622
29,2,09,29_09,panelist,med,1,0,0,0,4.500837815796655
29,2,10,29_10,panelist,high,1,1,0,0,4.31640473926193
29,2,11,29_11,panelist,none,1,0,0,1,4.301785393151503
29,2,12,29_12,panelist,low,1,0,1,0,3.9815491693213456
29,2,13,29_13,panelist,med,1,0,0,0,4.758920712380127
29,2,14,29_14,panelist,none,1,0,0,1,4.521404764011141
29,2,15,29_15,panelist,med,1,0,0,0,4.067610453589512
29,2,16,29_16,panelist,none,1,0,0,1,4.1957949887583705
29,2,17,29_17,panelist,med,1,0,0,0,4.498506272304465
29,2,18,29_18,reviewer,med,0,0,0,0,4.151833947298048
29,2,19,29_19,panelist,none,1,0,0,1,4.049951392640373
29,2,20,29_20,panelist,med,1,0,0,0,4.172688953153611
29,2,21,29_21,panelist,med,1,0,0,0,4.437724569453965
29,2,22,29_22,panelist,low,1,0,1,0,4.820924846367226
29,2,23,29_23,panelist,high,1,1,0,0,4.406144358834735
29,2,24,29_24,reviewer,low,0,0,1,0,3.6828923784768848
29,3,01,29_01,panelist,none,1,0,0,1,4.142175279377256
29,3,02,29_02,reviewer,none,0,0,0,1,4.377132196352254
29,3,03,29_03,panelist,med,1,0,0,0,4.084696966537991
29,3,04,29_04,panelist,high,1,1,0,0,3.619256837705768
29,3,05,29_05,reviewer,high,0,1,0,0,3.7185096524443884
29,3,06,29_06,panelist,low,1,0,1,0,4.223659559628561
29,3,07,29_07,panelist,med,1,0,0,0,3.7312107235333065
29,3,08,29_08,panelist,med,1,0,0,0,4.873675108216846
29,3,09,29_09,panelist,low,1,0,1,0,4.837029979170564
29,3,10,29_10,panelist,none,1,0,0,1,4.546176145552556
29,3,11,29_11,panelist,med,1,0,0,0,4.214438499007486
29,3,12,29_12,panelist,med,1,0,0,0,3.7235219222068836
29,3,13,29_13,panelist,high,1,1,0,0,4.500757023644673
29,3,14,29_14,panelist,med,1,0,0,0,3.980022781543111
29,3,15,29_15,panelist,none,1,0,0,1,4.6382478449243285
29,3,16,29_16,panelist,med,1,0,0,0,4.048224296685263
29,3,17,29_17,panelist,med,1,0,0,0,4.436324400988902
29,3,18,29_18,panelist,high,1,1,0,0,4.353306282753145
29,3,19,29_19,panelist,high,1,1,0,0,3.625823980658157
29,3,20,29_20,reviewer,high,0,1,0,0,3.8346883927467355
29,3,21,29_21,panelist,low,1,0,1,0,4.1649685844328745
29,3,22,29_22,panelist,med,1,0,0,0,4.300901580975201
29,3,23,29_23,panelist,med,1,0,0,0,4.430193460377029
29,3,24,29_24,panelist,low,1,0,1,0,3.8757455900859004
29,4,01,29_01,panelist,low,1,0,1,0,4.208015443411986
29,4,02,29_02,panelist,low,1,0,1,0,4.548599938546789
29,4,03,29_03,reviewer,none,0,0,0,1,4.154677992879377
29,4,04,29_04,panelist,low,1,0,1,0,4.120020095679165
29,4,05,29_05,panelist,none,1,0,0,1,4.075536543282808
29,4,06,29_06,panelist,med,1,0,0,0,4.572559316909963
29,4,07,29_07,panelist,med,1,0,0,0,4.263019294378015
29,4,08,29_08,reviewer,high,0,1,0,0,4.058077497449289
29,4,09,29_09,panelist,med,1,0,0,0,4.526923630495895
29,4,10,29_10,panelist,med,1,0,0,0,4.313541140495731
29,4,11,29_11,panelist,high,1,1,0,0,3.7641535029540756
29,4,12,29_12,panelist,med,1,0,0,0,4.0661930930448005
29,4,13,29_13,panelist,med,1,0,0,0,4.7047317186682305
29,4,14,29_14,panelist,high,1,1,0,0,4.121830453707574
29,4,15,29_15,panelist,high,1,1,0,0,4.154244722203648
29,4,16,29_16,panelist,none,1,0,0,1,4.53437535801631
29,4,17,29_17,panelist,high,1,1,0,0,4.096475850998763
29,4,18,29_18,panelist,med,1,0,0,0,4.450118679561955
29,4,19,29_19,panelist,low,1,0,1,0,4.545031111897807
29,4,20,29_20,panelist,none,1,0,0,1,4.730046778408862
29,4,21,29_21,panelist,high,1,1,0,0,4.534946757593486
29,4,22,29_22,panelist,med,1,0,0,0,4.48107830768198
29,4,23,29_23,panelist,med,1,0,0,0,4.530880099551412
29,4,24,29_24,reviewer,med,0,0,0,0,3.8691240202608306
29,5,01,29_01,panelist,low,1,0,1,0,4.0715358416024765
29,5,02,29_02,panelist,high,1,1,0,0,4.168827618648867
29,5,03,29_03,panelist,med,1,0,0,0,3.8629296974716665
29,5,04,29_04,panelist,med,1,0,0,0,3.8119289610886136
29,5,05,29_05,panelist,med,1,0,0,0,3.9596795486759846
29,5,06,29_06,panelist,med,1,0,0,0,4.0563306493747
29,5,07,29_07,panelist,none,1,0,0,1,4.169632418399605
29,5,08,29_08,panelist,high,1,1,0,0,4.120099286234142
29,5,09,29_09,reviewer,high,0,1,0,0,4.031481656317793
29,5,10,29_10,panelist,med,1,0,0,0,4.02479442826783
29,5,11,29_11,panelist,med,1,0,0,0,3.6866108967043876
29,5,12,29_12,reviewer,med,0,0,0,0,3.886165015933315
29,5,13,29_13,panelist,high,1,1,0,0,3.890268290136426
29,5,14,29_14,panelist,med,1,0,0,0,4.168367934394945
29,5,15,29_15,panelist,low,1,0,1,0,4.39260401481188
29,5,16,29_16,panelist,med,1,0,0,0,4.022571517383074
29,5,17,29_17,panelist,low,1,0,1,0,4.2987950812357605
29,5,18,29_18,panelist,high,1,1,0,0,3.856244064726153
29,5,19,29_19,panelist,med,1,0,0,0,3.9173570614692395
29,5,20,29_20,panelist,high,1,1,0,0,3.8595309943529066
29,5,21,29_21,reviewer,none,0,0,0,1,4.394201267493806
29,5,22,29_22,panelist,none,1,0,0,1,4.134229780813601
29,5,23,29_23,panelist,none,1,0,0,1,4.277871694768787
29,5,24,29_24,panelist,low,1,0,1,0,3.792138310771272
29,6,01,29_01,panelist,med,1,0,0,0,4.327830626504453
29,6,02,29_02,panelist,high,1,1,0,0,4.6297558350160015
29,6,03,29_03,reviewer,med,0,0,0,0,3.9066803163668085
29,6,04,29_04,reviewer,high,0,1,0,0,3.7529597282459592
29,6,05,29_05,panelist,low,1,0,1,0,4.263674745799681
29,6,06,29_06,panelist,high,1,1,0,0,4.189062490592377
29,6,07,29_07,panelist,high,1,1,0,0,4.173778918349303
29,6,08,29_08,panelist,high,1,1,0,0,4.514470996496998
29,6,09,29_09,panelist,low,1,0,1,0,4.896507185317438
29,6,10,29_10,panelist,med,1,0,0,0,4.2224953457854815
29,6,11,29_11,panelist,med,1,0,0,0,4.0128370445515635
29,6,12,29_12,panelist,med,1,0,0,0,4.440122839770155
29,6,13,29_13,panelist,high,1,1,0,0,4.733915915498875
29,6,14,29_14,panelist,none,1,0,0,1,4.663134075339667
29,6,15,29_15,panelist,med,1,0,0,0,4.589020426092834
29,6,16,29_16,panelist,none,1,0,0,1,4.894470216127702
29,6,17,29_17,panelist,med,1,0,0,0,4.6752678784038935
29,6,18,29_18,panelist,low,1,0,1,0,4.352426951188595
29,6,19,29_19,panelist,med,1,0,0,0,4.03493392175956
29,6,20,29_20,panelist,none,1,0,0,1,4.862627549973179
29,6,21,29_21,panelist,low,1,0,1,0,4.563366123477036
29,6,22,29_22,reviewer,none,0,0,0,1,4.433106498011593
29,6,23,29_23,panelist,med,1,0,0,0,4.717907610083947
29,6,24,29_24,panelist,med,1,0,0,0,4.203267266954255
29,7,01,29_01,panelist,low,1,0,1,0,4.725025190739814
29,7,02,29_02,panelist,med,1,0,0,0,4.898211918232861
29,7,03,29_03,panelist,med,1,0,0,0,4.223682832872441
29,7,04,29_04,panelist,high,1,1,0,0,4.624762115270568
29,7,05,29_05,panelist,none,1,0,0,1,4.520867444208535
29,7,06,29_06,panelist,high,1,1,0,0,4.7471401876665045
29,7,07,29_07,panelist,low,1,0,1,0,4.260968018420384
29,7,08,29_08,panelist,high,1,1,0,0,4.519050887900136
29,7,09,29_09,panelist,high,1,1,0,0,4.445515465376727
29,7,10,29_10,reviewer,med,0,0,0,0,4.242034979176735
29,7,11,29_11,panelist,med,1,0,0,0,4.018627495413727
29,7,12,29_12,panelist,high,1,1,0,0,4.143842445332673
29,7,13,29_13,panelist,med,1,0,0,0,4.7604756411230875
29,7,14,29_14,reviewer,high,0,1,0,0,4.567252548543936
29,7,15,29_15,panelist,low,1,0,1,0,4.581843704996661
29,7,16,29_16,panelist,none,1,0,0,1,4.83151398856978
29,7,17,29_17,panelist,low,1,0,1,0,4.269101629765653
29,7,18,29_18,panelist,med,1,0,0,0,4.246750172386042
29,7,19,29_19,reviewer,med,0,0,0,0,4.178365474691512
29,7,20,29_20,panelist,med,1,0,0,0,4.827521023329032
29,7,21,29_21,panelist,med,1,0,0,0,4.654953716555455
29,7,22,29_22,panelist,none,1,0,0,1,4.848516105702435
29,7,23,29_23,panelist,none,1,0,0,1,4.72014575562709
29,7,24,29_24,panelist,med,1,0,0,0,4.1405748481205205
29,8,01,29_01,panelist,none,1,0,0,1,3.9951961319302294
29,8,02,29_02,panelist,low,1,0,1,0,4.005720312907213
29,8,03,29_03,panelist,high,1,1,0,0,3.52699038563871
29,8,04,29_04,reviewer,high,0,1,0,0,3.76543549771686
29,8,05,29_05,panelist,med,1,0,0,0,3.8321118305892194
29,8,06,29_06,panelist,high,1,1,0,0,3.8812872324853602
29,8,07,29_07,reviewer,med,0,0,0,0,3.538168006301633
29,8,08,29_08,panelist,low,1,0,1,0,4.25481667983407
29,8,09,29_09,panelist,med,1,0,0,0,4.648026682949844
29,8,10,29_10,panelist,none,1,0,0,1,3.9851017897150522
29,8,11,29_11,panelist,med,1,0,0,0,3.7462030204407752
29,8,12,29_12,panelist,med,1,0,0,0,3.5968903467397717
29,8,13,29_13,panelist,high,1,1,0,0,4.486771899058957
29,8,14,29_14,panelist,med,1,0,0,0,3.953444144480219
29,8,15,29_15,panelist,high,1,1,0,0,3.8792705920598287
29,8,16,29_16,panelist,none,1,0,0,1,4.356443131755587
29,8,17,29_17,panelist,none,1,0,0,1,4.522154236828045
29,8,18,29_18,panelist,med,1,0,0,0,4.297903493986232
29,8,19,29_19,panelist,low,1,0,1,0,3.815820020678146
29,8,20,29_20,panelist,low,1,0,1,0,4.292989086102608
29,8,21,29_21,panelist,med,1,0,0,0,4.001357287388451
29,8,22,29_22,panelist,high,1,1,0,0,3.8387584340965066
29,8,23,29_23,panelist,med,1,0,0,0,4.0913878215081905
29,8,24,29_24,reviewer,med,0,0,0,0,3.5188392671416224
29,9,01,29_01,reviewer,high,0,1,0,0,3.9678332091336044
29,9,02,29_02,panelist,med,1,0,0,0,4.73876658269622
29,9,03,29_03,panelist,med,1,0,0,0,4.100134657531826
29,9,04,29_04,panelist,none,1,0,0,1,4.226938505046493
29,9,05,29_05,panelist,none,1,0,0,1,4.365579287713763
29,9,06,29_06,reviewer,med,0,0,0,0,4.717978053658288
29,9,07,29_07,panelist,med,1,0,0,0,4.167281084932382
29,9,08,29_08,panelist,none,1,0,0,1,4.671493727133974
29,9,09,29_09,reviewer,low,0,0,1,0,4.851407186468474
29,9,10,29_10,panelist,high,1,1,0,0,4.175510106819288
29,9,11,29_11,panelist,none,1,0,0,1,4.437966247175133
29,9,12,29_12,panelist,high,1,1,0,0,4.571441006303207
29,9,13,29_13,panelist,med,1,0,0,0,4.700132035094511
29,9,14,29_14,panelist,med,1,0,0,0,4.487174670085028
29,9,15,29_15,panelist,high,1,1,0,0,4.219947657362947
29,9,16,29_16,panelist,med,1,0,0,0,4.488109347836585
29,9,17,29_17,panelist,med,1,0,0,0,4.664885326103197
29,9,18,29_18,panelist,high,1,1,0,0,4.6578584056486525
29,9,19,29_19,panelist,low,1,0,1,0,4.485433373203701
29,9,20,29_20,panelist,low,1,0,1,0,4.435019103187491
29,9,21,29_21,panelist,med,1,0,0,0,4.632981690013197
29,9,22,29_22,panelist,high,1,1,0,0,4.034377587704098
29,9,23,29_23,panelist,low,1,0,1,0,4.615469522221555
29,9,24,29_24,panelist,med,1,0,0,0,4.456438458964379
29,10,01,29_01,panelist,none,1,0,0,1,4.131362324949348
29,10,02,29_02,panelist,low,1,0,1,0,4.61250500123511
29,10,03,29_03,reviewer,high,0,1,0,0,3.549488176949953
29,10,04,29_04,reviewer,high,0,1,0,0,3.7064612428078623
