cmte,app,memno,cid,job,exp,init_score,gender,career_stage,consensus,panelist,exp_high,exp_low,exp_none,female,early_career,deviated,deviation,score
31,3,16,31_16,panelist,none,NA,female,established,4.1,1,0,0,1,1,0,1,0.3,4.4
31,3,17,31_17,panelist,high,NA,female,established,4.1,1,1,0,0,1,0,1,-0.1,4
31,3,18,31_18,panelist,none,NA,female,established,4.1,1,0,0,1,1,0,0,0,4.1
31,3,19,31_19,panelist,none,NA,female,established,4.1,1,0,0,1,1,0,0,0,4.1
31,3,20,31_20,panelist,low,NA,female,established,4.1,1,0,1,0,1,0,1,-0.4,3.7
31,3,21,31_21,panelist,med,NA,female,established,4.1,1,0,0,0,1,0,0,0,4.1
31,3,22,31_22,reviewer,med,3.9,female,established,4.1,0,0,0,0,1,0,0,0,4.1
31,3,23,31_23,panelist,med,NA,female,established,4.1,1,0,0,0,1,0,1,-0.4,3.7
31,3,24,31_24,panelist,med,NA,female,established,4.1,1,0,0,0,1,0,1,0.1,4.2
31,5,01,31_01,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,0,0,3.7
31,5,02,31_02,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,1,-0.1,3.6
31,5,03,31_03,panelist,none,NA,male,established,3.7,1,0,0,1,0,0,1,-0.3,3.4
31,5,04,31_04,panelist,high,NA,male,established,3.7,1,1,0,0,0,0,0,0,3.7
31,5,05,31_05,panelist,low,NA,male,established,3.7,1,0,1,0,0,0,0,0,3.7
31,5,06,31_06,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,0,0,3.7
31,5,07,31_07,reviewer,high,3.9,male,established,3.7,0,1,0,0,0,0,1,0.2,3.9
31,5,08,31_08,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,1,0.2,3.9
31,5,09,31_09,panelist,none,NA,male,established,3.7,1,0,0,1,0,0,1,-0.3,3.4
31,5,10,31_10,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,1,0.1,3.8
31,5,11,31_11,panelist,low,NA,male,established,3.7,1,0,1,0,0,0,0,0,3.7
31,5,12,31_12,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,0,0,3.7
31,5,13,31_13,reviewer,med,3.4,male,established,3.7,0,0,0,0,0,0,0,0,3.7
31,5,14,31_14,panelist,high,NA,male,established,3.7,1,1,0,0,0,0,0,0,3.7
31,5,15,31_15,panelist,none,NA,male,established,3.7,1,0,0,1,0,0,1,-0.1,3.6
31,5,16,31_16,panelist,none,NA,male,established,3.7,1,0,0,1,0,0,1,0.2,3.9
31,5,17,31_17,panelist,low,NA,male,established,3.7,1,0,1,0,0,0,1,-0.3,3.4
31,5,18,31_18,panelist,high,NA,male,established,3.7,1,1,0,0,0,0,1,0.2,3.9
31,5,19,31_19,panelist,high,NA,male,established,3.7,1,1,0,0,0,0,0,0,3.7
31,5,20,31_20,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,0,0,3.7
31,5,21,31_21,panelist,high,NA,male,established,3.7,1,1,0,0,0,0,0,0,3.7
31,5,22,31_22,reviewer,med,3.7,male,established,3.7,0,0,0,0,0,0,0,0,3.7
31,5,23,31_23,panelist,med,NA,male,established,3.7,1,0,0,0,0,0,0,0,3.7
31,5,24,31_24,panelist,low,NA,male,established,3.7,1,0,1,0,0,0,0,0,3.7
31,6,01,31_01,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,1,-0.1,3.8
31,6,02,31_02,panelist,high,NA,male,established,3.9,1,1,0,0,0,0,1,0.1,4
31,6,03,31_03,panelist,high,NA,male,established,3.9,1,1,0,0,0,0,0,0,3.9
31,6,04,31_04,panelist,none,NA,male,established,3.9,1,0,0,1,0,0,0,0,3.9
31,6,05,31_05,panelist,high,NA,male,established,3.9,1,1,0,0,0,0,0,0,3.9
31,6,06,31_06,reviewer,high,4,male,established,3.9,0,1,0,0,0,0,0,0,3.9
31,6,07,31_07,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,1,-0.2,3.7
31,6,08,31_08,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,1,-0.3,3.6
31,6,09,31_09,panelist,low,NA,male,established,3.9,1,0,1,0,0,0,0,0,3.9
31,6,10,31_10,panelist,low,NA,male,established,3.9,1,0,1,0,0,0,0,0,3.9
31,6,11,31_11,reviewer,high,4.4,male,established,3.9,0,1,0,0,0,0,0,0,3.9
31,6,12,31_12,panelist,none,NA,male,established,3.9,1,0,0,1,0,0,0,0,3.9
31,6,13,31_13,panelist,high,NA,male,established,3.9,1,1,0,0,0,0,0,0,3.9
31,6,14,31_14,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,1,-0.2,3.7
31,6,15,31_15,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,0,0,3.9
31,6,16,31_16,panelist,low,NA,male,established,3.9,1,0,1,0,0,0,0,0,3.9
31,6,17,31_17,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,0,0,3.9
31,6,18,31_18,panelist,none,NA,male,established,3.9,1,0,0,1,0,0,0,0,3.9
31,6,19,31_19,reviewer,med,3.4,male,established,3.9,0,0,0,0,0,0,0,0,3.9
31,6,20,31_20,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,1,-0.1,3.8
31,6,21,31_21,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,1,-0.1,3.8
31,6,22,31_22,panelist,low,NA,male,established,3.9,1,0,1,0,0,0,1,-0.1,3.8
31,6,23,31_23,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,1,-0.4,3.5
31,6,24,31_24,panelist,none,NA,male,established,3.9,1,0,0,1,0,0,1,0.1,4
31,7,01,31_01,panelist,none,NA,female,early,3.9,1,0,0,1,1,1,1,-0.1,3.8
31,7,02,31_02,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,0,0,3.9
31,7,03,31_03,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,0,0,3.9
31,7,04,31_04,panelist,low,NA,female,early,3.9,1,0,1,0,1,1,0,0,3.9
31,7,05,31_05,reviewer,high,3.7,female,early,3.9,0,1,0,0,1,1,1,0.2,4.1
31,7,06,31_06,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,0,0,3.9
31,7,07,31_07,panelist,low,NA,female,early,3.9,1,0,1,0,1,1,0,0,3.9
31,7,08,31_08,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,0,0,3.9
31,7,09,31_09,panelist,none,NA,female,early,3.9,1,0,0,1,1,1,1,-0.1,3.8
31,7,10,31_10,reviewer,med,3.9,female,early,3.9,0,0,0,0,1,1,0,0,3.9
31,7,11,31_11,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,1,-0.1,3.8
31,7,12,31_12,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,0,0,3.9
31,7,13,31_13,panelist,none,NA,female,early,3.9,1,0,0,1,1,1,0,0,3.9
31,7,14,31_14,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,1,-0.2,3.7
31,7,15,31_15,panelist,low,NA,female,early,3.9,1,0,1,0,1,1,1,0.3,4.2
31,7,16,31_16,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,1,0.2,4.1
31,7,17,31_17,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,0,0,3.9
31,7,18,31_18,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,0,0,3.9
31,7,19,31_19,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,1,-0.2,3.7
31,7,20,31_20,reviewer,none,4,female,early,3.9,0,0,0,1,1,1,0,0,3.9
31,7,21,31_21,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,0,0,3.9
31,7,22,31_22,panelist,high,NA,female,early,3.9,1,1,0,0,1,1,0,0,3.9
31,7,23,31_23,panelist,low,NA,female,early,3.9,1,0,1,0,1,1,1,-0.1,3.8
31,7,24,31_24,panelist,med,NA,female,early,3.9,1,0,0,0,1,1,0,0,3.9
31,8,01,31_01,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,0,0,3.9
31,8,02,31_02,panelist,low,NA,male,established,3.9,1,0,1,0,0,0,0,0,3.9
31,8,03,31_03,panelist,low,NA,male,established,3.9,1,0,1,0,0,0,0,0,3.9
31,8,04,31_04,panelist,none,NA,male,established,3.9,1,0,0,1,0,0,0,0,3.9
31,8,05,31_05,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,0,0,3.9
31,8,06,31_06,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,0,0,3.9
31,8,07,31_07,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,1,-0.2,3.7
31,8,08,31_08,reviewer,high,4.2,male,established,3.9,0,1,0,0,0,0,0,0,3.9
31,8,09,31_09,panelist,high,NA,male,established,3.9,1,1,0,0,0,0,0,0,3.9
31,8,10,31_10,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,0,0,3.9
31,8,11,31_11,panelist,low,NA,male,established,3.9,1,0,1,0,0,0,1,0.2,4.1
31,8,12,31_12,panelist,none,NA,male,established,3.9,1,0,0,1,0,0,1,-0.2,3.7
31,8,13,31_13,panelist,high,NA,male,established,3.9,1,1,0,0,0,0,1,0.2,4.1
31,8,14,31_14,panelist,none,NA,male,established,3.9,1,0,0,1,0,0,0,0,3.9
31,8,15,31_15,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,1,0.4,4.3
31,8,16,31_16,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,1,0.2,4.1
31,8,17,31_17,panelist,none,NA,male,established,3.9,1,0,0,1,0,0,1,-0.1,3.8
31,8,18,31_18,reviewer,high,3.8,male,established,3.9,0,1,0,0,0,0,1,0.4,4.3
31,8,19,31_19,panelist,low,NA,male,established,3.9,1,0,1,0,0,0,1,-0.4,3.5
31,8,20,31_20,panelist,high,NA,male,established,3.9,1,1,0,0,0,0,1,-0.4,3.5
31,8,21,31_21,panelist,high,NA,male,established,3.9,1,1,0,0,0,0,0,0,3.9
31,8,22,31_22,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,1,0.1,4
31,8,23,31_23,reviewer,med,3.7,male,established,3.9,0,0,0,0,0,0,0,0,3.9
31,8,24,31_24,panelist,med,NA,male,established,3.9,1,0,0,0,0,0,1,-0.2,3.7
31,12,01,31_01,panelist,med,NA,female,early,3.8,1,0,0,0,1,1,0,0,3.8
31,12,02,31_02,panelist,high,NA,female,early,3.8,1,1,0,0,1,1,1,0.1,3.9
31,12,03,31_03,panelist,high,NA,female,early,3.8,1,1,0,0,1,1,0,0,3.8
31,12,04,31_04,panelist,med,NA,female,early,3.8,1,0,0,0,1,1,1,-0.2,3.6
31,12,05,31_05,reviewer,med,4,female,early,3.8,0,0,0,0,1,1,1,-0.2,3.6
31,12,06,31_06,panelist,med,NA,female,early,3.8,1,0,0,0,1,1,0,0,3.8
31,12,07,31_07,panelist,low,NA,female,early,3.8,1,0,1,0,1,1,0,0,3.8
31,12,08,31_08,panelist,med,NA,female,early,3.8,1,0,0,0,1,1,0,0,3.8
31,12,09,31_09,panelist,none,NA,female,early,3.8,1,0,0,1,1,1,0,0,3.8
31,12,10,31_10,panelist,none,NA,female,early,3.8,1,0,0,1,1,1,1,-0.3,3.5
31,12,11,31_11,panelist,none,NA,female,early,3.8,1,0,0,1,1,1,1,0.1,3.9
31,12,12,31_12,reviewer,high,3.4,female,early,3.8,0,1,0,0,1,1,0,0,3.8
31,12,13,31_13,panelist,med,NA,female,early,3.8,1,0,0,0,1,1,0,0,3.8
31,12,14,31_14,panelist,low,NA,female,early,3.8,1,0,1,0,1,1,1,0.2,4
31,12,15,31_15,reviewer,none,3.9,female,early,3.8,0,0,0,1,1,1,0,0,3.8
31,12,16,31_16,panelist,high,NA,female,early,3.8,1,1,0,0,1,1,0,0,3.8
31,12,17,31_17,panelist,low,NA,female,early,3.8,1,0,1,0,1,1,0,0,3.8
31,12,18,31_18,panelist,med,NA,female,early,3.8,1,0,0,0,1,1,0,0,3.8
31,12,19,31_19,panelist,med,NA,female,early,3.8,1,0,0,0,1,1,1,-0.3,3.5
31,12,20,31_20,panelist,high,NA,female,early,3.8,1,1,0,0,1,1,1,-0.2,3.6
31,12,21,31_21,panelist,low,NA,female,early,3.8,1,0,1,0,1,1,1,-0.2,3.6
31,12,22,31_22,panelist,med,NA,female,early,3.8,1,0,0,0,1,1,1,0.1,3.9
31,12,23,31_23,panelist,med,NA,female,early,3.8,1,0,0,0,1,1,1,-0.3,3.5
31,12,24,31_24,panelist,high,NA,female,early,3.8,1,1,0,0,1,1,1,0.1,3.9
31,14,01,31_01,panelist,med,NA,female,early,3.6,1,0,0,0,1,1,0,0,3.6
31,14,02,31_02,panelist,high,NA,female,early,3.6,1,1,0,0,1,1,0,0,3.6
31,14,03,31_03,panelist,med,NA,female,early,3.6,1,0,0,0,1,1,0,0,3.6
31,14,04,31_04,reviewer,med,3.9,female,early,3.6,0,0,0,0,1,1,0,0,3.6
31,14,05,31_05,panelist,high,NA,female,early,3.6,1,1,0,0,1,1,1,-0.1,3.5
31,14,06,31_06,panelist,high,NA,female,early,3.6,1,1,0,0,1,1,0,0,3.6
31,14,07,31_07,panelist,high,NA,female,early,3.6,1,1,0,0,1,1,0,0,3.6
31,14,08,31_08,panelist,med,NA,female,early,3.6,1,0,0,0,1,1,1,-0.1,3.5
31,14,09,31_09,panelist,med,NA,female,early,3.6,1,0,0,0,1,1,0,0,3.6
31,14,10,31_10,panelist,med,NA,female,early,3.6,1,0,0,0,1,1,1,0.1,3.7
31,14,11,31_11,panelist,none,NA,female,early,3.6,1,0,0,1,1,1,0,0,3.6
31,14,12,31_12,panelist,none,NA,female,early,3.6,1,0,0,1,1,1,1,-0.2,3.4
31,14,13,31_13,panelist,med,NA,female,early,3.6,1,0,0,0,1,1,1,0.1,3.7
31,14,14,31_14,panelist,med,NA,female,early,3.6,1,0,0,0,1,1,0,0,3.6
31,14,15,31_15,panelist,low,NA,female,early,3.6,1,0,1,0,1,1,1,0.2,3.8
31,14,16,31_16,panelist,none,NA,female,early,3.6,1,0,0,1,1,1,1,0.3,3.9
31,14,17,31_17,panelist,none,NA,female,early,3.6,1,0,0,1,1,1,0,0,3.6
31,14,18,31_18,panelist,high,NA,female,early,3.6,1,1,0,0,1,1,0,0,3.6
31,14,19,31_19,panelist,high,NA,female,early,3.6,1,1,0,0,1,1,1,-0.3,3.3
31,14,20,31_20,panelist,low,NA,female,early,3.6,1,0,1,0,1,1,0,0,3.6
31,14,21,31_21,reviewer,med,3.9,female,early,3.6,0,0,0,0,1,1,0,0,3.6
31,14,22,31_22,reviewer,low,3,female,early,3.6,0,0,1,0,1,1,0,0,3.6
31,14,23,31_23,panelist,low,NA,female,early,3.6,1,0,1,0,1,1,0,0,3.6
31,14,24,31_24,panelist,med,NA,female,early,3.6,1,0,0,0,1,1,0,0,3.6
31,17,01,31_01,panelist,high,NA,female,established,4.3,1,1,0,0,1,0,1,-0.4,3.9
31,17,02,31_02,panelist,med,NA,female,established,4.3,1,0,0,0,1,0,1,-0.2,4.1
31,17,03,31_03,panelist,med,NA,female,established,4.3,1,0,0,0,1,0,1,-0.3,4
31,17,04,31_04,panelist,med,NA,female,established,4.3,1,0,0,0,1,0,0,0,4.3
31,17,05,31_05,panelist,low,NA,female,established,4.3,1,0,1,0,1,0,0,0,4.3
31,17,06,31_06,panelist,med,NA,female,established,4.3,1,0,0,0,1,0,0,0,4.3
31,17,07,31_07,panelist,high,NA,female,established,4.3,1,1,0,0,1,0,0,0,4.3
31,17,08,31_08,reviewer,none,4.5,female,established,4.3,0,0,0,1,1,0,1,-0.2,4.1
31,17,09,31_09,panelist,med,NA,female,established,4.3,1,0,0,0,1,0,1,-0.2,4.1
31,17,10,31_10,panelist,med,NA,female,established,4.3,1,0,0,0,1,0,1,0.1,4.4
31,17,11,31_11,panelist,none,NA,female,established,4.3,1,0,0,1,1,0,1,0.1,4.4
31,17,12,31_12,panelist,low,NA,female,established,4.3,1,0,1,0,1,0,1,-0.2,4.1
31,17,13,31_13,panelist,high,NA,female,established,4.3,1,1,0,0,1,0,1,-0.1,4.2
31,17,14,31_14,panelist,high,NA,female,established,4.3,1,1,0,0,1,0,0,0,4.3
31,17,15,31_15,panelist,med,NA,female,established,4.3,1,0,0,0,1,0,1,0.2,4.5
31,17,16,31_16,panelist,high,NA,female,established,4.3,1,1,0,0,1,0,0,0,4.3
31,17,17,31_17,panelist,med,NA,female,established,4.3,1,0,0,0,1,0,1,0.4,4.7
31,17,18,31_18,panelist,none,NA,female,established,4.3,1,0,0,1,1,0,1,0.4,4.7
31,17,19,31_19,reviewer,low,4,female,established,4.3,0,0,1,0,1,0,0,0,4.3
31,17,20,31_20,reviewer,none,4.3,female,established,4.3,0,0,0,1,1,0,1,-0.2,4.1
31,17,21,31_21,panelist,high,NA,female,established,4.3,1,1,0,0,1,0,0,0,4.3
31,17,22,31_22,panelist,med,NA,female,established,4.3,1,0,0,0,1,0,0,0,4.3
31,17,23,31_23,panelist,med,NA,female,established,4.3,1,0,0,0,1,0,1,-0.2,4.1
31,17,24,31_24,panelist,low,NA,female,established,4.3,1,0,1,0,1,0,1,0.2,4.5
31,22,01,31_01,panelist,med,NA,female,established,3.6,1,0,0,0,1,0,1,0.2,3.8
31,22,02,31_02,panelist,high,NA,female,established,3.6,1,1,0,0,1,0,0,0,3.6
31,22,03,31_03,panelist,low,NA,female,established,3.6,1,0,1,0,1,0,0,0,3.6
31,22,04,31_04,reviewer,high,3.2,female,established,3.6,0,1,0,0,1,0,0,0,3.6
31,22,05,31_05,reviewer,med,3.8,female,established,3.6,0,0,0,0,1,0,0,0,3.6
31,22,06,31_06,panelist,med,NA,female,established,3.6,1,0,0,0,1,0,1,-0.1,3.5
31,22,07,31_07,panelist,none,NA,female,established,3.6,1,0,0,1,1,0,0,0,3.6
31,22,08,31_08,panelist,med,NA,female,established,3.6,1,0,0,0,1,0,1,-0.1,3.5
31,22,09,31_09,panelist,high,NA,female,established,3.6,1,1,0,0,1,0,0,0,3.6
31,22,10,31_10,panelist,high,NA,female,established,3.6,1,1,0,0,1,0,0,0,3.6
31,22,11,31_11,panelist,med,NA,female,established,3.6,1,0,0,0,1,0,1,0.3,3.9
31,22,12,31_12,panelist,low,NA,female,established,3.6,1,0,1,0,1,0,1,0.1,3.7
31,22,13,31_13,panelist,low,NA,female,established,3.6,1,0,1,0,1,0,1,0.1,3.7
31,22,14,31_14,panelist,med,NA,female,established,3.6,1,0,0,0,1,0,0,0,3.6
31,22,15,31_15,panelist,high,NA,female,established,3.6,1,1,0,0,1,0,0,0,3.6
31,22,16,31_16,panelist,high,NA,female,established,3.6,1,1,0,0,1,0,0,0,3.6
31,22,17,31_17,panelist,low,NA,female,established,3.6,1,0,1,0,1,0,1,-0.2,3.4
31,22,18,31_18,reviewer,med,3.7,female,established,3.6,0,0,0,0,1,0,1,0.1,3.7
31,22,19,31_19,panelist,med,NA,female,established,3.6,1,0,0,0,1,0,0,0,3.6
31,22,20,31_20,panelist,med,NA,female,established,3.6,1,0,0,0,1,0,0,0,3.6
31,22,21,31_21,panelist,med,NA,female,established,3.6,1,0,0,0,1,0,0,0,3.6
31,22,22,31_22,panelist,none,NA,female,established,3.6,1,0,0,1,1,0,0,0,3.6
31,22,23,31_23,panelist,none,NA,female,established,3.6,1,0,0,1,1,0,1,-0.2,3.4
31,22,24,31_24,panelist,none,NA,female,established,3.6,1,0,0,1,1,0,1,-0.1,3.5
31,23,01,31_01,panelist,high,NA,female,established,4.6,1,1,0,0,1,0,1,-0.1,4.5
31,23,02,31_02,panelist,none,NA,female,established,4.6,1,0,0,1,1,0,1,-0.3,4.3
31,23,03,31_03,panelist,low,NA,female,established,4.6,1,0,1,0,1,0,0,0,4.6
31,23,04,31_04,panelist,high,NA,female,established,4.6,1,1,0,0,1,0,1,-0.1,4.5
31,23,05,31_05,reviewer,none,4.7,female,established,4.6,0,0,0,1,1,0,1,-0.2,4.4
31,23,06,31_06,panelist,none,NA,female,established,4.6,1,0,0,1,1,0,1,0.2,4.8
31,23,07,31_07,panelist,high,NA,female,established,4.6,1,1,0,0,1,0,1,-0.1,4.5
31,23,08,31_08,reviewer,low,4.7,female,established,4.6,0,0,1,0,1,0,0,0,4.6
31,23,09,31_09,panelist,high,NA,female,established,4.6,1,1,0,0,1,0,0,0,4.6
31,23,10,31_10,panelist,med,NA,female,established,4.6,1,0,0,0,1,0,1,0.1,4.7
31,23,11,31_11,panelist,med,NA,female,established,4.6,1,0,0,0,1,0,0,0,4.6
31,23,12,31_12,panelist,med,NA,female,established,4.6,1,0,0,0,1,0,1,0.2,4.8
31,23,13,31_13,panelist,med,NA,female,established,4.6,1,0,0,0,1,0,1,-0.1,4.5
31,23,14,31_14,panelist,high,NA,female,established,4.6,1,1,0,0,1,0,0,0,4.6
31,23,15,31_15,panelist,med,NA,female,established,4.6,1,0,0,0,1,0,1,0.1,4.7
31,23,16,31_16,panelist,low,NA,female,established,4.6,1,0,1,0,1,0,1,0.3,4.9
31,23,17,31_17,reviewer,med,4.5,female,established,4.6,0,0,0,0,1,0,0,0,4.6
31,23,18,31_18,panelist,med,NA,female,established,4.6,1,0,0,0,1,0,1,0.1,4.7
31,23,19,31_19,panelist,med,NA,female,established,4.6,1,0,0,0,1,0,0,0,4.6
31,23,20,31_20,panelist,none,NA,female,established,4.6,1,0,0,1,1,0,1,-0.4,4.2
31,23,21,31_21,panelist,low,NA,female,established,4.6,1,0,1,0,1,0,1,-0.4,4.2
31,23,22,31_22,panelist,med,NA,female,established,4.6,1,0,0,0,1,0,1,0.1,4.7
31,23,23,31_23,panelist,high,NA,female,established,4.6,1,1,0,0,1,0,0,0,4.6
31,23,24,31_24,panelist,med,NA,female,established,4.6,1,0,0,0,1,0,1,-0.2,4.4
31,26,01,31_01,panelist,high,NA,female,early,4,1,1,0,0,1,1,0,0,4
31,26,02,31_02,panelist,med,NA,female,early,4,1,0,0,0,1,1,1,-0.1,3.9
31,26,03,31_03,panelist,none,NA,female,early,4,1,0,0,1,1,1,1,-0.3,3.7
31,26,04,31_04,panelist,med,NA,female,early,4,1,0,0,0,1,1,1,-0.3,3.7
31,26,05,31_05,panelist,med,NA,female,early,4,1,0,0,0,1,1,1,0.3,4.3
31,26,06,31_06,panelist,high,NA,female,early,4,1,1,0,0,1,1,0,0,4
31,26,07,31_07,reviewer,med,3.9,female,early,4,0,0,0,0,1,1,0,0,4
31,26,08,31_08,panelist,med,NA,female,early,4,1,0,0,0,1,1,0,0,4
31,26,09,31_09,panelist,low,NA,female,early,4,1,0,1,0,1,1,0,0,4
31,26,10,31_10,panelist,none,NA,female,early,4,1,0,0,1,1,1,0,0,4
31,26,11,31_11,panelist,med,NA,female,early,4,1,0,0,0,1,1,0,0,4
31,26,12,31_12,panelist,high,NA,female,early,4,1,1,0,0,1,1,0,0,4
31,26,13,31_13,panelist,med,NA,female,early,4,1,0,0,0,1,1,1,-0.2,3.8
31,26,14,31_14,panelist,med,NA,female,early,4,1,0,0,0,1,1,0,0,4
31,26,15,31_15,reviewer,high,4,female,early,4,0,1,0,0,1,1,1,0.1,4.1
31,26,16,31_16,panelist,high,NA,female,early,4,1,1,0,0,1,1,1,0.2,4.2
31,26,17,31_17,reviewer,low,4,female,early,4,0,0,1,0,1,1,1,0.1,4.1
31,26,18,31_18,panelist,low,NA,female,early,4,1,0,1,0,1,1,0,0,4
31,26,19,31_19,panelist,none,NA,female,early,4,1,0,0,1,1,1,1,-0.2,3.8
31,26,20,31_20,panelist,med,NA,female,early,4,1,0,0,0,1,1,1,-0.2,3.8
31,26,21,31_21,panelist,none,NA,female,early,4,1,0,0,1,1,1,0,0,4
31,26,22,31_22,panelist,high,NA,female,early,4,1,1,0,0,1,1,0,0,4
31,26,23,31_23,panelist,med,NA,female,early,4,1,0,0,0,1,1,0,0,4
31,26,24,31_24,panelist,low,NA,female,early,4,1,0,1,0,1,1,0,0,4
31,27,01,31_01,panelist,high,NA,male,established,4,1,1,0,0,0,0,0,0,4
31,27,02,31_02,panelist,med,NA,male,established,4,1,0,0,0,0,0,0,0,4
31,27,03,31_03,panelist,med,NA,male,established,4,1,0,0,0,0,0,0,0,4
31,27,04,31_04,reviewer,high,4.2,male,established,4,0,1,0,0,0,0,1,-0.3,3.7
31,27,05,31_05,panelist,med,NA,male,established,4,1,0,0,0,0,0,0,0,4
31,27,06,31_06,panelist,med,NA,male,established,4,1,0,0,0,0,0,0,0,4
31,27,07,31_07,reviewer,none,4.2,male,established,4,0,0,0,1,0,0,0,0,4
31,27,08,31_08,panelist,low,NA,male,established,4,1,0,1,0,0,0,1,0.2,4.2
31,27,09,31_09,panelist,med,NA,male,established,4,1,0,0,0,0,0,0,0,4
31,27,10,31_10,panelist,none,NA,male,established,4,1,0,0,1,0,0,0,0,4
31,27,11,31_11,panelist,med,NA,male,established,4,1,0,0,0,0,0,0,0,4
31,27,12,31_12,panelist,med,NA,male,established,4,1,0,0,0,0,0,0,0,4
31,27,13,31_13,reviewer,high,3.7,male,established,4,0,1,0,0,0,0,0,0,4
31,27,14,31_14,panelist,med,NA,male,established,4,1,0,0,0,0,0,0,0,4
31,27,15,31_15,panelist,med,NA,male,established,4,1,0,0,0,0,0,1,0.1,4.1
31,27,16,31_16,panelist,high,NA,male,established,4,1,1,0,0,0,0,0,0,4
31,27,17,31_17,panelist,high,NA,male,established,4,1,1,0,0,0,0,0,0,4
31,27,18,31_18,panelist,low,NA,male,established,4,1,0,1,0,0,0,0,0,4
31,27,19,31_19,panelist,med,NA,male,established,4,1,0,0,0,0,0,0,0,4
31,27,20,31_20,panelist,none,NA,male,established,4,1,0,0,1,0,0,0,0,4
31,27,21,31_21,panelist,high,NA,male,established,4,1,1,0,0,0,0,0,0,4
31,27,22,31_22,panelist,low,NA,male,established,4,1,0,1,0,0,0,0,0,4
31,27,23,31_23,panelist,none,NA,male,established,4,1,0,0,1,0,0,1,-0.1,3.9
31,27,24,31_24,panelist,low,NA,male,established,4,1,0,1,0,0,0,1,0.1,4.1
31,30,01,31_01,panelist,low,NA,female,established,3.5,1,0,1,0,1,0,1,-0.3,3.2
31,30,02,31_02,panelist,high,NA,female,established,3.5,1,1,0,0,1,0,0,0,3.5
31,30,03,31_03,panelist,med,NA,female,established,3.5,1,0,0,0,1,0,1,0.2,3.7
31,30,04,31_04,panelist,med,NA,female,established,3.5,1,0,0,0,1,0,1,-0.2,3.3
31,30,05,31_05,panelist,high,NA,female,established,3.5,1,1,0,0,1,0,1,-0.2,3.3
31,30,06,31_06,panelist,med,NA,female,established,3.5,1,0,0,0,1,0,0,0,3.5
31,30,07,31_07,panelist,med,NA,female,established,3.5,1,0,0,0,1,0,1,0.1,3.6
31,30,08,31_08,panelist,low,NA,female,established,3.5,1,0,1,0,1,0,1,-0.3,3.2
31,30,09,31_09,panelist,med,NA,female,established,3.5,1,0,0,0,1,0,0,0,3.5
31,30,10,31_10,panelist,low,NA,female,established,3.5,1,0,1,0,1,0,0,0,3.5
31,30,11,31_11,panelist,med,NA,female,established,3.5,1,0,0,0,1,0,0,0,3.5
31,30,12,31_12,panelist,high,NA,female,established,3.5,1,1,0,0,1,0,0,0,3.5
31,30,13,31_13,panelist,high,NA,female,established,3.5,1,1,0,0,1,0,1,0.1,3.6
31,30,14,31_14,panelist,none,NA,female,established,3.5,1,0,0,1,1,0,1,-0.1,3.4
31,30,15,31_15,reviewer,med,3.8,female,established,3.5,0,0,0,0,1,0,0,0,3.5
31,30,16,31_16,panelist,none,NA,female,established,3.5,1,0,0,1,1,0,1,0.2,3.7
31,30,17,31_17,panelist,high,NA,female,established,3.5,1,1,0,0,1,0,0,0,3.5
31,30,18,31_18,reviewer,high,3.5,female,established,3.5,0,1,0,0,1,0,0,0,3.5
